ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,X,Author,Novel
0.053424092409240925,0.09034653465346534,0.056208745874587455,0.054455445544554455,0.039707095709570955,0.08818069306930693,0.003094059405940594,0.15243399339933994,0.005569306930693069,0.022483498349834985,0.10787953795379537,0.02207095709570957,0.17182343234323433,0.020111386138613862,0.00020627062706270627,0.11159240924092409,0.00041254125412541255,Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty
0.05255357957136343,0.09997720018239854,0.06087551299589603,0.04582763337893297,0.042065663474692205,0.08595531235750115,0.00421796625626995,0.14443684450524397,0.006155950752393981,0.02017783857729138,0.1182170542635659,0.01595987232102143,0.15914272685818515,0.020975832193342453,0.0,0.1234610123119015,0.0,Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty
0.05272874120226145,0.0888427368178147,0.05861313026422061,0.05653628706588208,0.031498788508134305,0.07153571016499366,0.007730471904926733,0.12587977385485175,0.00507672781816084,0.021576093227183568,0.11099573093342564,0.042806045921310716,0.18691588785046728,0.022960655359409252,0.0,0.11618783892927195,0.00011538017768547363,Charles Dickens,The Life And Adventures Of Nicholas Nickleby
0.05717382468500203,0.07708982522693401,0.054057715756672536,0.04538680395610351,0.03739330713995394,0.07261888632976561,0.0040644899065167325,0.13575396287765884,0.005283836878471752,0.02249017748272592,0.11245088741362959,0.03590299417423114,0.20092128437881046,0.016664408616718602,0.0,0.12234114618615363,0.0004064489906516732,Charles Dickens,The Life And Adventures Of Nicholas Nickleby
0.04849769355441965,0.09088642313925945,0.04650292980925071,0.05834683954619125,0.041266674978182274,0.0817853135519262,0.0036155092881186885,0.14137888043884803,0.005859618501433736,0.023563146739808003,0.1226779703278893,0.020571001122054608,0.1727964094252587,0.02169305572871213,0.00024934546814611643,0.12030918838050118,0.0,Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty
0.05543834974214721,0.0806375996249414,0.0593061415846226,0.04922644163150492,0.028481012658227847,0.07407407407407407,0.007383966244725738,0.1275199249882794,0.005860290670417253,0.02015939990623535,0.10513361462728552,0.06692451945616502,0.19491326769807782,0.020042194092827006,0.00011720581340834506,0.1045475855602438,0.00023441162681669012,Charles Dickens,The Life And Adventures Of Nicholas Nickleby
0.04809692816056786,0.07600048953616448,0.054705666381103905,0.04956553665402032,0.033410843226043326,0.06302778117733447,0.008566882878472647,0.13278668461632603,0.004283441439236323,0.022641047607391995,0.10622934769306082,0.039652429323216255,0.22910292497858278,0.019214294456002937,0.0,0.11222616570799168,0.0004895361644841513,Charles Dickens,The Life And Adventures Of Nicholas Nickleby
0.05263747340127674,0.09687534998320081,0.05666927987456602,0.05185351103147049,0.042557957218053534,0.07884421547765708,0.004143801097547317,0.1365214469705454,0.0052637473401276735,0.021614962481800875,0.11916228021054989,0.023294881845671408,0.16709597939298915,0.022846903348639265,0.0,0.12061821032590436,0.0,Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty
0.0532719111741082,0.08079376328844791,0.05126387904559414,0.04724781478856603,0.033191589888967636,0.07465154736593432,0.006024096385542169,0.1480037798251831,0.0074415308291991495,0.021261516654854713,0.09603118355776046,0.049846444601937163,0.20434679896054808,0.016418615639026694,0.0,0.10996928892038743,0.00023623907394283014,Charles Dickens,The Life And Adventures Of Nicholas Nickleby
0.0493498188019612,0.09720741846088254,0.05670432743551482,0.045725858026007246,0.05052227670006395,0.08601577488808357,0.003197612449371136,0.15135365593690045,0.005009592837348114,0.018759326369644,0.10989128117672138,0.01833297804306118,0.16574291195907057,0.020997655084203794,0.0,0.12118951183116607,0.0,Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty
0.048458692971639954,0.09173859432799014,0.046362515413070286,0.05696670776818742,0.03995067817509248,0.08199753390875462,0.004315659679408138,0.14118372379778052,0.005548705302096177,0.02379778051787916,0.12022194821208385,0.02219482120838471,0.17521578298397042,0.0219482120838471,0.0002466091245376079,0.11985203452527743,0.0,Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty
0.052972840714460484,0.08147785661854662,0.05101541472963054,0.04783459750428187,0.03193051137753854,0.07340347443112308,0.0064839735747492045,0.14668460973819428,0.008686077807682897,0.02030829459261072,0.09701492537313433,0.04795693662833374,0.21042329336921947,0.015537068754587716,0.0,0.10802544653780279,0.00024467824810374357,Charles Dickens,The Life And Adventures Of Nicholas Nickleby
0.05239933811362383,0.09376723662437948,0.05383342526199669,0.04688361831218974,0.038830667402095974,0.07479316050744622,0.004853833425261997,0.143849972421401,0.007060121345835632,0.01974627688913403,0.11207942636514065,0.03132928847214562,0.18400441257584116,0.02338665195808053,0.0,0.11296194153337011,0.0002206287920573635,Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty
0.05142113256671729,0.08505098719895855,0.05359080060750705,0.05022781514428293,0.03558255586895205,0.07257539596441745,0.0054241701019743975,0.14189628986765024,0.0066174875244087656,0.02777175092210892,0.10870036884356693,0.04263397700151877,0.18431330006509003,0.02017791277934476,0.0003254502061184639,0.11369060533738339,0.0,Charles Dickens,The Life And Adventures Of Nicholas Nickleby
0.04982299724662383,0.0858791136751016,0.05782089943621345,0.050740789301166905,0.04248066081027927,0.0714566671037105,0.007342336436344565,0.13596433722302348,0.0032778287662252525,0.020191425199947554,0.12232856955552641,0.022158122459682707,0.19168742624885277,0.020060312049298545,0.0,0.11865740133735414,0.0001311131506490101,Charles Dickens,Barnaby Rudge  A Tale Of The Riots Of Eighty
