AdjTurnover,AgreementPB,AppealConstruction,ComplicatedByApplication,ComplicatedByHomogeneous,ContiguityPB,ControlPB,CoordinationPB,DefinetelyPersonal,Genitive,Infinitive,InsertConstruction,InterjectionConstruction,IntroConstruction,Nominative,NotSeparatedSentences,SingleCompose,UnPersonal,UndefinetelyPersonal,Vocative,advphr,comphr,nomphr,participle,simlphr,syntaxNonFreePhrases,verbalAdverb,verbphr,Author,Novel
0.2175,0.10448225772981946,0.045,0.04625,0.395,0.09037144635816559,0.1382029466694335,0.09836065573770492,0.0625,0.00375,0.00875,0.13125,0.0,0.04,0.0225,0.0,0.505,0.02125,0.0425,0.00125,0.018157294044407555,0.2329321435982569,0.16891471259597426,0.03625,0.7670678564017431,0.007574185515667151,0.1075,0.1449470844573563,Платонов,Чевенгур
0.1475,0.13185467410532045,0.0225,0.055,0.31,0.08164376105592598,0.14709484283575996,0.09334603347394203,0.035,0.00125,0.005,0.09875,0.0,0.0275,0.02125,0.0,0.505,0.0075,0.0425,0.00125,0.016873043951558035,0.22982718737243163,0.18383453531092667,0.03375,0.7701728126275684,0.003537896312423459,0.0575,0.13729759150904886,Платонов,Чевенгур
0.2075,0.17179555793417178,0.0125,0.05875,0.30125,0.07064490232807065,0.13526893229863526,0.08616537329408616,0.03125,0.01125,0.0025,0.1075,0.0,0.02375,0.0275,0.0025,0.5025,0.02125,0.0625,0.0025,0.0194005887075194,0.24096869146374097,0.23213807867273215,0.03125,0.759031308536259,0.007894032646507895,0.06625,0.11466416911961466,Платонов,Размышления читателя
0.315,0.22506830601092895,0.0225,0.05875,0.345,0.065459927140255,0.11691712204007286,0.07468123861566485,0.02,0.00375,0.0025,0.145,0.0,0.015,0.05375,0.005,0.50125,0.02125,0.03875,0.00875,0.020150273224043717,0.25591985428051,0.2627504553734062,0.06125,0.74408014571949,0.007855191256830601,0.06125,0.09255464480874318,Платонов,Размышления читателя
0.06375,0.1267258382642998,0.02,0.03875,0.3275,0.07593688362919132,0.1462853385930309,0.0973044049967127,0.06125,0.0,0.0075,0.08625,0.00125,0.02125,0.02625,0.00125,0.505,0.0025,0.0475,0.0025,0.01051939513477975,0.2361932938856016,0.18803418803418803,0.01125,0.7638067061143984,0.0014792899408284023,0.04,0.14842209072978305,Платонов,Чевенгур
0.41125,0.19263842281879195,0.025,0.0475,0.345,0.08273909395973154,0.118498322147651,0.07634228187919463,0.04125,0.005,0.00625,0.1575,0.0,0.035,0.0375,0.0,0.49875,0.02,0.035,0.00875,0.022441275167785234,0.23898909395973153,0.2337458053691275,0.0925,0.7610109060402684,0.008494127516778523,0.08875,0.0975251677852349,Платонов,Размышления читателя
0.195,0.14512048994807616,0.02125,0.03625,0.32125,0.07855145786180269,0.14671814671814673,0.08893622686726135,0.035,0.00375,0.0075,0.12625,0.0,0.02875,0.02875,0.00125,0.51125,0.01,0.06,0.0,0.01637598189322327,0.23765144454799628,0.19278391692184796,0.02625,0.7623485554520038,0.00519238450272933,0.055,0.13513513513513514,Платонов,Чевенгур
0.15625,0.12999720436119652,0.025,0.0425,0.29875,0.08275090858261112,0.136986301369863,0.09407324573665082,0.0625,0.00125,0.00875,0.15125,0.0,0.035,0.025,0.0075,0.505,0.0275,0.04125,0.0,0.020268381325132794,0.23832820799552698,0.1896840928152083,0.0275,0.761671792004473,0.004752585965893207,0.05875,0.12999720436119652,Платонов,Чевенгур
0.06625,0.12699706553635473,0.02,0.03875,0.3275,0.07548092598630583,0.1467231822627975,0.09814150635800456,0.0625,0.0,0.00625,0.08875,0.00125,0.0225,0.02625,0.00125,0.50625,0.0025,0.0475,0.0025,0.010433648516465601,0.23655037495924355,0.18829475057059014,0.01125,0.7634496250407564,0.0014672318226279751,0.04,0.14802738832735574,Платонов,Чевенгур
0.12375,0.12209726887688038,0.02,0.05125,0.3125,0.08485468088213816,0.14283627866218782,0.09551628450416241,0.045,0.0025,0.0075,0.10125,0.0,0.02625,0.02125,0.005,0.5,0.01625,0.06125,0.00375,0.021615305973419017,0.23105009493208706,0.17482108952826056,0.025,0.7689499050679129,0.004089382211187382,0.055,0.1365561559807215,Платонов,Чевенгур
0.2325,0.13042966450853444,0.02375,0.03125,0.35,0.08075338434373161,0.1559741024131842,0.09276044732195408,0.0575,0.0025,0.005,0.11625,0.0,0.02125,0.0125,0.00375,0.51125,0.0175,0.06,0.0,0.017068864037669218,0.233313713949382,0.18304885226603884,0.0425,0.7666862860506181,0.003531489111241907,0.075,0.14808711006474395,Платонов,Чевенгур
