AdjTurnover,AgreementPB,AppealConstruction,ComplicatedByApplication,ComplicatedByHomogeneous,ContiguityPB,ControlPB,CoordinationPB,InsertConstruction,InterjectionConstruction,IntroConstruction,Nominative,NotSeparatedSentences,Vocative,advphr,comphr,nomphr,participle,simlphr,syntaxNonFreePhrases,verbalAdverb,verbphr,Author,Novel
0.038,0.19416058394160585,0.006,0.036,0.126,0.06598540145985402,0.09664233576642335,0.08992700729927007,0.024,0.002,0.008,0.0,0.002,0.026,0.010802919708029197,0.22335766423357664,0.1635036496350365,0.006,0.7766423357664234,0.03562043795620438,0.006,0.09985401459854015,Agatha Christie,And Then There Were None
0.02,0.18362452894826994,0.0,0.03,0.096,0.06166495375128469,0.09318259677971909,0.10585817060637205,0.022,0.0,0.004,0.0,0.0,0.024,0.0078794107571086,0.2312435765673176,0.16032887975334018,0.006,0.7687564234326825,0.03254539225762247,0.004,0.11065433367591641,Agatha Christie,And Then There Were None
0.01,0.19308456008216365,0.002,0.04,0.1,0.06196508045190004,0.09448818897637795,0.10783978089695309,0.032,0.0,0.012,0.0,0.002,0.014,0.010270455323519343,0.21944539541252994,0.171516603902773,0.002,0.7805546045874701,0.027730229373502224,0.008,0.10989387196165697,Agatha Christie,And Then There Were None
0.026,0.17834394904458598,0.004,0.04,0.088,0.049456725365305355,0.09966279505432746,0.11577369801423754,0.022,0.0,0.012,0.0,0.004,0.03,0.0067440989134507304,0.22967403521918323,0.15436493068565005,0.004,0.7703259647808168,0.04083926564256276,0.008,0.11127763207193705,Agatha Christie,And Then There Were None
0.006,0.15553925165077037,0.002,0.026,0.092,0.05355832721936904,0.10968451944240645,0.11592076302274394,0.012,0.002,0.008,0.0,0.002,0.034,0.008070432868672046,0.22743947175348497,0.1467351430667645,0.0,0.772560528246515,0.03411592076302274,0.006,0.11885546588407923,Agatha Christie,And Then There Were None
0.004,0.144602048857368,0.0,0.03,0.072,0.06107171000788022,0.09850275807722617,0.11386918833727344,0.03,0.0,0.004,0.0,0.002,0.02,0.01260835303388495,0.2202521670606777,0.16666666666666666,0.0,0.7797478329393223,0.0256107171000788,0.004,0.11229314420803782,Agatha Christie,And Then There Were None
0.02,0.1504360465116279,0.0,0.032,0.088,0.07412790697674419,0.1028343023255814,0.10428779069767442,0.012,0.002,0.004,0.0,0.004,0.012,0.015988372093023256,0.21184593023255813,0.15588662790697674,0.0,0.7881540697674418,0.021438953488372093,0.006,0.11373546511627906,Agatha Christie,And Then There Were None
0.004,0.13744457879887143,0.0,0.024,0.05,0.056831922611850064,0.09754131398629586,0.12132204756146715,0.024,0.0,0.006,0.0,0.002,0.018,0.006045949214026602,0.2132204756146715,0.14550584441757355,0.0,0.7867795243853285,0.029826682789197905,0.004,0.12333736396614269,Agatha Christie,And Then There Were None
0.002,0.12937194433997742,0.004,0.028,0.076,0.07070327190673185,0.09326814591951861,0.128995863106431,0.028,0.0,0.012,0.0,0.0,0.008,0.008649868371568259,0.2132380594208349,0.14855208725084618,0.0,0.7867619405791652,0.025197442647611885,0.006,0.11996991350131628,Agatha Christie,And Then There Were None
0.018,0.14762741652021089,0.002,0.028,0.082,0.06010544815465729,0.09947275922671353,0.11775043936731107,0.012,0.004,0.004,0.0,0.002,0.02,0.009138840070298769,0.21581722319859403,0.15043936731107205,0.0,0.784182776801406,0.02952548330404218,0.006,0.11142355008787347,Agatha Christie,And Then There Were None
0.01,0.12076190476190476,0.004,0.018,0.068,0.08266666666666667,0.10057142857142858,0.13066666666666665,0.02,0.0,0.008,0.0,0.002,0.02,0.015238095238095238,0.21752380952380954,0.136,0.004,0.7824761904761904,0.017904761904761906,0.004,0.12723809523809523,Agatha Christie,And Then There Were None
0.002,0.15745756590827015,0.002,0.026,0.082,0.06319971108703504,0.09967497291440953,0.13109425785482123,0.034,0.0,0.002,0.0,0.008,0.008,0.00902853015529072,0.218851570964247,0.14590104730949802,0.0,0.781148429035753,0.02275189599133261,0.002,0.1256771397616468,Agatha Christie,And Then There Were None
0.008,0.15941140404659718,0.002,0.018,0.104,0.05885959534028203,0.10515021459227468,0.11955855303494789,0.012,0.002,0.008,0.0,0.014,0.012,0.010423053341508276,0.2305334150827713,0.15389331698344574,0.0,0.7694665849172287,0.03372164316370325,0.012,0.11649294911097487,Agatha Christie,And Then There Were None
0.008,0.14126770060687796,0.004,0.02,0.088,0.05697909642616318,0.10384356035064059,0.13047875927174646,0.02,0.0,0.006,0.0,0.006,0.01,0.009440323668240054,0.2198246797033041,0.14935940660822658,0.004,0.7801753202966959,0.030343897505057317,0.006,0.12002697235333783,Agatha Christie,And Then There Were None
0.006,0.15464632454923716,0.006,0.016,0.112,0.05998613037447989,0.1130374479889043,0.10991678224687934,0.026,0.0,0.008,0.0,0.002,0.028,0.006934812760055479,0.22468793342579751,0.1539528432732316,0.002,0.7753120665742025,0.025312066574202496,0.008,0.12482662968099861,Agatha Christie,And Then There Were None
0.004,0.13841486537732273,0.0,0.042,0.062,0.06181266590822905,0.09821767159651118,0.1130072051573758,0.03,0.0,0.01,0.0,0.0,0.028,0.008722032612817596,0.20705346985210465,0.14562002275312855,0.002,0.7929465301478953,0.03185437997724687,0.01,0.11073189230185818,Agatha Christie,And Then There Were None
0.02,0.17186963979416808,0.002,0.024,0.084,0.05385934819897084,0.0967409948542024,0.11252144082332761,0.026,0.002,0.006,0.0,0.002,0.006,0.008576329331046312,0.22126929674099485,0.1753001715265866,0.006,0.7787307032590052,0.025385934819897083,0.004,0.10771869639794168,Agatha Christie,And Then There Were None
0.014,0.14242538723082734,0.002,0.016,0.078,0.06309029089535323,0.10275783906309029,0.11824707215715904,0.016,0.004,0.014,0.0,0.0,0.018,0.012844729882886286,0.2168492633169626,0.14620324896108802,0.002,0.7831507366830374,0.0207782395164337,0.006,0.12315829240649792,Agatha Christie,And Then There Were None
0.008,0.14348171701112877,0.0,0.014,0.06,0.07790143084260731,0.09260731319554849,0.11327503974562798,0.014,0.0,0.006,0.0,0.004,0.012,0.014705882352941176,0.21144674085850557,0.143879173290938,0.0,0.7885532591414944,0.019475357710651828,0.002,0.11804451510333863,Agatha Christie,And Then There Were None
0.012,0.13499442171811082,0.0,0.014,0.082,0.07326143547787281,0.10301227222015619,0.12569728523614726,0.014,0.002,0.014,0.0,0.004,0.02,0.009669021941242098,0.2220156191892897,0.1383413908516177,0.0,0.7779843808107103,0.01190033469691335,0.006,0.12867236891037562,Agatha Christie,And Then There Were None
0.006,0.11744712990936555,0.0,0.012,0.048,0.07175226586102719,0.10120845921450151,0.13708459214501512,0.034,0.002,0.0,0.0,0.0,0.008,0.011329305135951661,0.2141238670694864,0.12726586102719034,0.0,0.7858761329305136,0.01472809667673716,0.004,0.12575528700906344,Agatha Christie,And Then There Were None
0.006,0.12666936462970457,0.0,0.014,0.072,0.07041683528935654,0.09146094698502631,0.122622420072845,0.024,0.0,0.006,0.0,0.004,0.004,0.014164305949008499,0.21003642250101173,0.14002428166734115,0.002,0.7899635774989883,0.010117361392148928,0.0,0.11574261432618373,Agatha Christie,And Then There Were None
0.008,0.1620541205412054,0.004,0.04,0.12,0.06519065190651907,0.09870848708487084,0.11469864698646987,0.036,0.0,0.006,0.0,0.004,0.022,0.009532595325953259,0.22447724477244774,0.1546740467404674,0.006,0.7755227552275523,0.03290282902829028,0.01,0.11285362853628536,Agatha Christie,And Then There Were None
0.02040816326530612,0.2,0.0,0.02040816326530612,0.15306122448979592,0.03888888888888889,0.12222222222222222,0.10555555555555556,0.04081632653061224,0.0,0.01020408163265306,0.0,0.01020408163265306,0.01020408163265306,0.0125,0.2375,0.18472222222222223,0.02040816326530612,0.7625,0.013888888888888888,0.01020408163265306,0.11527777777777778,Agatha Christie,And Then There Were None
