action descriptiveness,action feature,descriptiveness,dynamism,number,pass voice,past tense,present tense,pronominal_replacement,real modality,Author,Novel
0.4989993328885924,0.2754050073637702,0.3985032740879327,0.16259898036663414,0.0304022450888681,641.9546364242829,0.6389228886168911,0.36107711138310894,0.41134361233480177,4548.7071380920615,George Eliot,Adam Bede
0.45,0.25918196994991655,0.43167875069715556,0.16650579150579156,0.03680981595092025,933.3623188405797,0.7055900621118012,0.29440993788819875,0.42179941954208316,4433.471014492754,George Eliot,"Felix Holt, the Radical"
0.5067476383265858,0.29508840864440083,0.391484942886812,0.16545718432510878,0.033229491173416406,747.0,0.7564245810055866,0.2435754189944134,0.43717124488603154,5238.0,George Eliot,The Mill on the Floss
0.40161290322580645,0.2905484247374563,0.38018936635105605,0.1832963784183297,0.038601602330662774,572.8709677419355,0.7305061559507524,0.2694938440492476,0.4855751217684526,4214.693548387097,George Eliot,The Mill on the Floss
0.5056451612903226,0.30825958702064893,0.4461538461538462,0.17636182619826482,0.028671328671328673,501.0241935483871,0.7333333333333333,0.26666666666666666,0.462406015037594,4059.1451612903224,George Eliot,The Mill on the Floss
0.4715821812596006,0.2651122625215889,0.36636314943760045,0.1633421151674821,0.031065881092662024,577.741935483871,0.6883435582822086,0.3116564417177914,0.41801745635910226,5062.119815668203,George Eliot,Adam Bede
0.49116279069767443,0.3127962085308057,0.417860151642797,0.17579721995094033,0.061499578770008424,500.04093023255814,0.7209302325581395,0.27906976744186046,0.46818996415770614,3776.1711627906975,George Eliot,"Felix Holt, the Radical"
0.4644852354349561,0.3105656350053362,0.42657856093979446,0.18450890884994847,0.020558002936857566,367.90103750997605,0.7619047619047619,0.23809523809523808,0.4858437146092865,4046.9114126097365,George Eliot,The Mill on the Floss
0.47607461476074614,0.26065719360568385,0.4150943396226415,0.16142969363707776,0.03087478559176672,949.6382806163829,0.7417582417582418,0.25824175824175827,0.4055064581917063,4167.344687753447,George Eliot,"Felix Holt, the Radical"
0.496206373292868,0.27398408043569333,0.41294387170675834,0.1630582704441421,0.021191294387170677,941.3353566009105,0.8403575989782887,0.15964240102171137,0.4430622009569379,4159.805766312595,George Eliot,The Mill on the Floss
0.4906085649887303,0.3221509620128269,0.38651824366110077,0.17612809315866085,0.028447742733457015,471.07438016528926,0.7681159420289855,0.2318840579710145,0.4381514940931202,4548.009015777611,George Eliot,The Mill on the Floss
0.4641109298531811,0.2591074681238616,0.41850989522700816,0.1605973277443018,0.05471478463329452,858.8042414355629,0.8002610966057441,0.19973890339425587,0.42076871207012817,3846.346655791191,George Eliot,"Felix Holt, the Radical"
0.4544037412314887,0.26096687555953446,0.4297097324985771,0.16465605749486645,0.037564029595902104,888.8394388152767,0.8146279949558638,0.1853720050441362,0.42954545454545456,4085.070148090413,George Eliot,"Felix Holt, the Radical"
0.5051617343427391,0.30418566100290095,0.3831932773109244,0.17445071437147322,0.029691876750700282,736.4762560220233,0.7744444444444445,0.22555555555555556,0.43832599118942733,4571.2319339298,George Eliot,Adam Bede
0.4562071591774562,0.24270664505672612,0.44600431965442766,0.15551344308894943,0.04967602591792657,919.9329779131759,0.7503267973856209,0.2496732026143791,0.42215288611544466,4561.334348819498,George Eliot,"Felix Holt, the Radical"
0.5125107851596203,0.36621454993834773,0.4078947368421053,0.18390986988257696,0.05789473684210526,349.33563416738565,0.6742081447963801,0.3257918552036199,0.536019536019536,3975.772217428818,George Eliot,Adam Bede
0.4654818865345181,0.29737991266375546,0.3858539390454284,0.1750628215866938,0.03507763082231167,600.622009569378,0.717741935483871,0.28225806451612906,0.46442870341854015,5199.6705399863295,George Eliot,The Mill on the Floss
0.43167028199566165,0.25480153649167736,0.39079822616407983,0.1715029761904762,0.04101995565410199,871.240780911063,0.7551020408163265,0.24489795918367346,0.4056013179571664,4527.03543022415,George Eliot,"Felix Holt, the Radical"
0.4210061782877317,0.2714854866249289,0.37770034843205574,0.171875,0.037630662020905925,581.5339805825242,0.7481146304675717,0.25188536953242835,0.4566452101476713,3810.349514563107,George Eliot,"Felix Holt, the Radical"
0.5765472312703583,0.3148065807025344,0.4503569110966904,0.16428093645484948,0.04866969500324464,579.0716612377851,0.7624466571834992,0.2375533428165007,0.4562455892731122,3830.781758957655,George Eliot,Adam Bede
0.4754545454545455,0.29715909090909093,0.44163568773234196,0.1731738035264483,0.03271375464684015,546.1527272727274,0.7372488408037094,0.26275115919629055,0.45369618196588135,3641.0181818181823,George Eliot,The Mill on the Floss
0.45480028030833913,0.32482482482482483,0.3779628443305573,0.1838917525773196,0.032030749519538756,795.1009110021023,0.7861339600470035,0.21386603995299647,0.4851583113456465,4344.365802382621,George Eliot,The Mill on the Floss
0.4785425101214575,0.26561797752808985,0.459298871063577,0.15982917044130968,0.03446226975638741,933.8461538461538,0.7850707850707851,0.21492921492921493,0.4427152317880795,4277.015384615384,George Eliot,"Felix Holt, the Radical"
0.43106180665610144,0.32949727437916415,0.4273127753303965,0.18807749627421763,0.02907488986784141,413.0744849445325,0.6891701828410689,0.3108298171589311,0.5653006510915358,3828.8827258320125,George Eliot,Adam Bede
0.4645799011532125,0.2605080831408776,0.36705882352941177,0.1638326585695007,0.04294117647058824,858.8599670510708,0.8378728923476005,0.1621271076523995,0.4041359971959341,4213.781713344316,George Eliot,"Felix Holt, the Radical"
0.5289795918367347,0.35702479338842974,0.40119760479041916,0.17967145790554415,0.05464071856287425,441.68163265306123,0.7340720221606648,0.2659279778393352,0.5005607476635514,4314.889795918367,George Eliot,Adam Bede
0.49557522123893805,0.34215885947046837,0.42826704545454547,0.1809930592632141,0.03835227272727273,547.1283185840708,0.6658097686375322,0.3341902313624679,0.5184678522571818,4335.577433628318,George Eliot,Adam Bede
0.5080707148347425,0.3039080459770115,0.4087546239210851,0.17010983263598325,0.031442663378545004,426.9085318985396,0.7016861219195849,0.29831387808041504,0.44030365769496205,4936.129900076864,George Eliot,The Mill on the Floss
0.47878302642113685,0.3160676532769556,0.4142640364188164,0.18220277169948945,0.024279210925644914,484.6116893514812,0.7762803234501348,0.22371967654986524,0.5080253826054497,3884.9703763010407,George Eliot,Adam Bede
0.5379256965944272,0.36273486430062624,0.4055793991416308,0.17954419121734305,0.05436337625178827,454.56965944272446,0.6933333333333334,0.30666666666666664,0.49820531227566406,4309.993808049536,George Eliot,Adam Bede
0.4976335361730899,0.27606901725431354,0.4467191601049869,0.1637148549922515,0.04199475065616798,717.7822853279243,0.6631455399061033,0.3368544600938967,0.4505336025382175,4916.808654496282,George Eliot,Adam Bede
0.43018867924528303,0.3402985074626866,0.38131699846860645,0.18858525476800456,0.04058192955589586,736.6535849056604,0.723156532988357,0.276843467011643,0.5217868912486269,4031.3569811320754,George Eliot,The Mill on the Floss
0.4411302982731554,0.26310861423220977,0.43828715365239296,0.16856311193437418,0.04219143576826196,820.502354788069,0.7035573122529645,0.2964426877470356,0.4398589065255732,4137.802197802198,George Eliot,"Felix Holt, the Radical"
0.4637789395070948,0.2724879333040807,0.415929203539823,0.16811048336472068,0.03421828908554572,513.5108289768484,0.6621454993834772,0.33785450061652283,0.44243421052631576,5333.305451829723,George Eliot,The Mill on the Floss
0.5475260416666666,0.2829744279946164,0.398037542662116,0.1563836285888821,0.030716723549488054,794.3359375,0.7293156281920327,0.27068437180796734,0.3930605903676851,6023.714192708333,George Eliot,Adam Bede
0.4849206349206349,0.3215789473684211,0.4298039215686274,0.18313953488372092,0.03764705882352941,449.12301587301585,0.8279569892473119,0.17204301075268819,0.5007830853563038,3960.4484126984125,George Eliot,Adam Bede
0.4765739385065886,0.2676809210526316,0.4232272473478504,0.1638872225554889,0.02065884980457845,1014.6500732064422,0.8294478527607362,0.1705521472392638,0.4497695852534562,4245.509516837482,George Eliot,The Mill on the Floss
0.4483030781373323,0.25289403383793413,0.3838105726872247,0.1607868020304569,0.03799559471365639,754.568271507498,0.6778523489932886,0.3221476510067114,0.4132471728594508,4361.772691397001,George Eliot,"Felix Holt, the Radical"
0.4632952691680261,0.287886467308667,0.4513513513513513,0.17270038033525845,0.039189189189189184,699.2691680261012,0.7723684210526316,0.22763157894736843,0.4695340501792114,4307.843393148451,George Eliot,"Felix Holt, the Radical"
0.42109375,0.3071225071225071,0.44315352697095434,0.18713450292397654,0.029875518672199168,532.5453125,0.7134831460674157,0.28651685393258425,0.547162720781661,3775.5078125,George Eliot,Adam Bede
0.45833333333333337,0.2649325626204239,0.37607361963190183,0.1670378619153675,0.03926380368098159,738.36,0.8282290279627164,0.17177097203728361,0.4180649767940021,4157.67,George Eliot,"Felix Holt, the Radical"
0.4570610687022901,0.2797897196261682,0.43545751633986923,0.17015749309952907,0.05065359477124183,566.3511450381679,0.6887096774193548,0.31129032258064515,0.48506520824568783,3752.0763358778627,George Eliot,"Felix Holt, the Radical"
0.5142857142857143,0.29011913104414855,0.40479421076436,0.16797078768909748,0.020805065581184983,817.8857142857142,0.7487335359675785,0.2512664640324215,0.4339477726574501,5769.650310559006,George Eliot,The Mill on the Floss
0.4603299293008641,0.28419010669253153,0.45454545454545453,0.174025974025974,0.03731343283582089,767.5098193244305,0.7768924302788844,0.22310756972111553,0.4686373467916366,4118.969363707777,George Eliot,"Felix Holt, the Radical"
0.3842150910667823,0.24273972602739724,0.3640710382513661,0.17132243684992576,0.04439890710382514,665.4856895056374,0.7037037037037037,0.2962962962962963,0.4446130500758725,3906.4874241110147,George Eliot,"Felix Holt, the Radical"
0.48148148148148145,0.30089020771513353,0.40177849636216656,0.17396332397158437,0.0444624090541633,450.8148148148148,0.7012195121951219,0.29878048780487804,0.4557853057633084,3979.3076923076924,George Eliot,Adam Bede
0.455078125,0.2829386763812993,0.4156275976724854,0.170269371466578,0.05236907730673316,498.1484375,0.6584158415841584,0.3415841584158416,0.48457583547557836,3771.6953125,George Eliot,"Felix Holt, the Radical"
0.5274021352313167,0.28967943706020327,0.42743644067796605,0.16194098662978332,0.030190677966101698,758.046975088968,0.7070217917675545,0.2929782082324455,0.4410894020130255,4520.88256227758,George Eliot,Adam Bede
0.4906832298136646,0.3111986494091165,0.47761194029850745,0.17686754551161332,0.025923016496465043,468.30523513753326,0.6804281345565749,0.3195718654434251,0.4735318444995865,3865.6468500443652,George Eliot,The Mill on the Floss
0.49235880398671095,0.2893401015228426,0.39587628865979385,0.1668144535579694,0.030927835051546396,757.9966777408638,0.7328843995510662,0.2671156004489338,0.43735498839907194,5172.212624584718,George Eliot,The Mill on the Floss
0.4982876712328767,0.2675862068965517,0.4498516320474778,0.15826558265582655,0.03442136498516321,956.5119863013699,0.760752688172043,0.239247311827957,0.4247183339023557,4566.875856164384,George Eliot,"Felix Holt, the Radical"
0.5190839694656488,0.2819449679607991,0.4391237901171676,0.16406694751223957,0.02445236882322975,644.0027758501041,0.727932285368803,0.2720677146311971,0.43216661845530807,4803.187369882026,George Eliot,Adam Bede
0.43740458015267175,0.30173775671406,0.3903293622985284,0.18061491796498,0.030833917309039945,622.6778625954199,0.7294429708222812,0.27055702917771884,0.5154499151103565,4031.0198473282444,George Eliot,Adam Bede
