ROOT,acl,acl:relcl,advcl,advmod,amod,appos,aux,aux:pass,case,cc,cc:preconj,ccomp,compound,compound:prt,conj,cop,csubj,det,det:predet,discourse,expl,fixed,flat,flat:foreign,goeswith,iobj,list,mark,nmod,nmod:npmod,nmod:poss,nmod:tmod,nsubj,nsubj:pass,nummod,obj,obl,obl:npmod,obl:tmod,orphan,parataxis,punct,reparandum,vocative,xcomp,Author,Novel
0.07750377453447409,0.007297433316557625,0.005284348263714142,0.012581781580271767,0.06517362858580775,0.04730749874182184,0.0055359838953195776,0.04026170105686965,0.0055359838953195776,0.08429793658782084,0.02843482637141419,0.0,0.011071967790639155,0.022898842476094614,0.005787619526925012,0.027428283844992452,0.022395571212883745,0.0005032712632108706,0.07322596879718168,0.001509813789632612,0.004529441368897836,0.006542526421741319,0.0012581781580271766,0.012330145948666332,0.0,0.0,0.000754906894816306,0.0,0.025163563160543533,0.027176648213387014,0.0,0.019627579265223957,0.0005032712632108706,0.08027176648213387,0.0050327126321087065,0.0067941620533467535,0.03548062405636638,0.04957221942627076,0.0012581781580271766,0.0020130850528434826,0.0,0.005787619526925012,0.16155007549068948,0.0,0.0002516356316054353,0.010065425264217413,Agatha Christie,And Then There Were None
0.08668377530652979,0.0071285999429712005,0.006843455945252352,0.011120615911035072,0.06244653550042772,0.04590818363273453,0.007698887938408896,0.02879954376960365,0.004562303963501569,0.0789848873681209,0.020815511833475905,0.0,0.017964071856287425,0.01568291987453664,0.0051325919589392645,0.020245223838038208,0.020530367835757058,0.0005702879954376961,0.08098089535215283,0.00142571998859424,0.005417735956658112,0.004847447961220416,0.0005702879954376961,0.01311662389506701,0.0,0.0,0.00028514399771884804,0.00028514399771884804,0.01853435985172512,0.0290846877673225,0.00028514399771884804,0.017964071856287425,0.0,0.09723410322212718,0.003136583974907328,0.006273167949814656,0.03364699173082407,0.04163102366695181,0.001710863986313088,0.0005702879954376961,0.0,0.006558311947533505,0.1864841745081266,0.0,0.00028514399771884804,0.00855431993156544,Agatha Christie,And Then There Were None
0.0892128279883382,0.004373177842565598,0.004956268221574344,0.009620991253644314,0.05160349854227405,0.041690962099125366,0.00816326530612245,0.026239067055393587,0.0052478134110787176,0.07988338192419825,0.023032069970845483,0.0,0.01282798833819242,0.017784256559766762,0.006705539358600583,0.023032069970845483,0.02040816326530612,0.0002915451895043732,0.07842565597667639,0.0008746355685131195,0.0052478134110787176,0.0058309037900874635,0.0014577259475218659,0.019533527696793004,0.0,0.0,0.0,0.0005830903790087463,0.014285714285714285,0.0239067055393586,0.0,0.018075801749271137,0.0,0.0988338192419825,0.0055393586005830905,0.013411078717201166,0.030320699708454812,0.04956268221574344,0.003206997084548105,0.0011661807580174927,0.0,0.0052478134110787176,0.19067055393586005,0.0,0.0011661807580174927,0.007580174927113703,Agatha Christie,And Then There Were None
0.09744408945686901,0.004153354632587859,0.005431309904153354,0.008626198083067093,0.05463258785942492,0.02619808306709265,0.005431309904153354,0.02587859424920128,0.005750798722044728,0.068370607028754,0.01853035143769968,0.0003194888178913738,0.02268370607028754,0.014057507987220448,0.003194888178913738,0.019808306709265176,0.019808306709265176,0.0006389776357827476,0.07571884984025559,0.0019169329073482429,0.0038338658146964857,0.0038338658146964857,0.0006389776357827476,0.01757188498402556,0.0,0.0,0.0012779552715654952,0.0,0.015654952076677317,0.017891373801916934,0.0,0.015654952076677317,0.0,0.10926517571884985,0.005431309904153354,0.0044728434504792336,0.04792332268370607,0.039936102236421724,0.0006389776357827476,0.0012779552715654952,0.0,0.0060702875399361025,0.22044728434504793,0.0,0.0006389776357827476,0.008945686900958467,Agatha Christie,And Then There Were None
0.0975609756097561,0.003801076971808679,0.005068102629078239,0.009185936015204309,0.06145074437757365,0.030725372188786824,0.0063351282863477985,0.021539436173582515,0.0066518847006651885,0.07950585999366487,0.021539436173582515,0.0,0.014570795058599937,0.013620525815647768,0.0063351282863477985,0.018688628444726005,0.019322141273360786,0.0006335128286347799,0.06841938549255623,0.0009502692429521698,0.0025340513145391194,0.004434589800443459,0.0022172949002217295,0.010452961672473868,0.0,0.0,0.0012670256572695597,0.0,0.015837820715869498,0.028824833702882482,0.0,0.029775102945834655,0.0,0.10167880899588216,0.006018371872030409,0.004434589800443459,0.04117833386126069,0.04212860310421286,0.0022172949002217295,0.0012670256572695597,0.0,0.0066518847006651885,0.20367437440608172,0.0,0.0006335128286347799,0.008869179600886918,Agatha Christie,And Then There Were None
0.0939328611025562,0.0033877425315676007,0.006159531875577456,0.01201108715737604,0.07329842931937172,0.032029565753002774,0.006775485063135201,0.04927625500461965,0.004619648906683092,0.07268247613181399,0.022790267939636587,0.0,0.014474899907607022,0.014782876501385895,0.004927625500461965,0.019094548814290114,0.019402525408068985,0.0009239297813366184,0.0668309208500154,0.0021558361564521095,0.003079765937788728,0.0036957191253464737,0.0006159531875577456,0.006159531875577456,0.0,0.0006159531875577456,0.0003079765937788728,0.0,0.021250384970742223,0.020942408376963352,0.0006159531875577456,0.018786572220511243,0.0,0.09670465044656607,0.004311672312904219,0.0036957191253464737,0.041884816753926704,0.04496458269171543,0.0024638127502309825,0.001539882968894364,0.0,0.0033877425315676007,0.19402525408068988,0.0,0.0003079765937788728,0.01108715737603942,Agatha Christie,And Then There Were None
0.1010498687664042,0.0022965879265091863,0.004593175853018373,0.010498687664041995,0.05905511811023622,0.021981627296587928,0.004593175853018373,0.03674540682414698,0.002952755905511811,0.0610236220472441,0.020013123359580054,0.0,0.021653543307086614,0.014435695538057743,0.006561679790026247,0.016076115485564306,0.021981627296587928,0.0013123359580052493,0.06496062992125984,0.00032808398950131233,0.00426509186351706,0.00853018372703412,0.001968503937007874,0.012795275590551181,0.0,0.0,0.0006561679790026247,0.0006561679790026247,0.021653543307086614,0.01968503937007874,0.0,0.018700787401574805,0.0,0.11745406824146981,0.0022965879265091863,0.00557742782152231,0.04232283464566929,0.03346456692913386,0.0016404199475065617,0.003937007874015748,0.0,0.006889763779527559,0.2125984251968504,0.0,0.000984251968503937,0.011811023622047244,Agatha Christie,And Then There Were None
0.09058509058509058,0.003267003267003267,0.007128007128007128,0.013662013662013662,0.06712206712206713,0.03059103059103059,0.005643005643005643,0.031482031482031485,0.005049005049005049,0.06296406296406297,0.018711018711018712,0.000297000297000297,0.022275022275022274,0.013662013662013662,0.005049005049005049,0.013365013365013365,0.02494802494802495,0.000297000297000297,0.060291060291060294,0.000594000594000594,0.007722007722007722,0.004158004158004158,0.002079002079002079,0.012177012177012177,0.0,0.0,0.001188001188001188,0.0,0.02286902286902287,0.019008019008019007,0.0,0.019305019305019305,0.000297000297000297,0.10989010989010989,0.004158004158004158,0.00594000594000594,0.041283041283041284,0.033561033561033564,0.001782001782001782,0.002079002079002079,0.0,0.006237006237006237,0.22067122067122066,0.0,0.000297000297000297,0.008316008316008316,Agatha Christie,And Then There Were None
0.0969468051621026,0.003462385898646522,0.004406672961913755,0.011960969468051622,0.07711677683349072,0.023921938936103244,0.004091910607491344,0.036827195467422094,0.006295247088448221,0.061378659112370164,0.022033364809568776,0.0,0.024551463644948063,0.008183821214982689,0.004091910607491344,0.01794145420207743,0.021403840100723954,0.0006295247088448222,0.06515580736543909,0.0015738117721120553,0.003777148253068933,0.006295247088448221,0.003462385898646522,0.00881334592382751,0.0,0.0,0.0,0.0,0.021403840100723954,0.01794145420207743,0.0003147623544224111,0.017311929493232608,0.0003147623544224111,0.11551778407302486,0.004721435316336166,0.0056657223796034,0.034623858986465215,0.03651243311299968,0.0015738117721120553,0.0015738117721120553,0.0,0.0056657223796034,0.21183506452628265,0.0,0.0006295247088448222,0.010072395341517154,Agatha Christie,And Then There Were None
0.09295261239368165,0.004556500607533414,0.003037667071688943,0.00850546780072904,0.06287970838396112,0.0318955042527339,0.004556500607533414,0.02399756986634265,0.003948967193195626,0.06136087484811665,0.020352369380315916,0.0,0.028250303766707167,0.010935601458080195,0.0054678007290400975,0.019441069258809233,0.019441069258809233,0.001215066828675577,0.0750303766707169,0.0009113001215066828,0.005164034021871203,0.008809234507897935,0.0015188335358444715,0.0106318347509113,0.0,0.0,0.002430133657351154,0.0,0.018226002430133656,0.0212636695018226,0.0006075334143377885,0.015795868772782502,0.00030376670716889426,0.11816524908869988,0.0027339003645200487,0.00637910085054678,0.04070473876063183,0.029465370595382748,0.0018226002430133657,0.0015188335358444715,0.0,0.00637910085054678,0.2187120291616039,0.0,0.0,0.0106318347509113,Agatha Christie,And Then There Were None
