ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SYM,VERB,X,Author,Novel
0.061147458480120785,0.08631102164066431,0.06416708605938601,0.06844489179667841,0.02843482637141419,0.07599396074484147,0.004781077000503271,0.13990941117262204,0.011575239053850024,0.021389028686462003,0.09864116758933066,0.05787619526925013,0.16305988928032208,0.012330145948666332,0.000754906894816306,0.1046804227478611,0.0005032712632108706,Agatha Christie,And Then There Were None
0.061305959509552324,0.07784431137724551,0.061305959509552324,0.05474764756201882,0.020815511833475905,0.08297690333618478,0.005417735956658112,0.13629883090960934,0.009409751924721984,0.01996007984031936,0.0998003992015968,0.05788423153692615,0.1887653264898774,0.010550327915597377,0.0,0.11177644710578842,0.0011405759908753922,Agatha Christie,And Then There Were None
0.056268221574344024,0.08483965014577259,0.05160349854227405,0.0521865889212828,0.023032069970845483,0.07988338192419825,0.0055393586005830905,0.13731778425655977,0.017784256559766762,0.015451895043731779,0.09533527696793002,0.06997084548104957,0.19183673469387755,0.0058309037900874635,0.0,0.11166180758017492,0.0014577259475218659,Agatha Christie,And Then There Were None
0.03546325878594249,0.0670926517571885,0.053035143769968054,0.0523961661341853,0.018849840255591055,0.07859424920127796,0.004792332268370607,0.11533546325878594,0.008626198083067093,0.017891373801916934,0.12396166134185303,0.06900958466453674,0.22108626198083067,0.0060702875399361025,0.0012779552715654952,0.12619808306709265,0.0003194888178913738,Agatha Christie,And Then There Were None
0.04371238517579981,0.0788723471650301,0.060183718720304084,0.048463731390560656,0.021856192587899906,0.07063668039277796,0.0031675641431738993,0.13367120684193856,0.007285397529299968,0.022172949002217297,0.13398796325625595,0.048463731390560656,0.2043078872347165,0.007285397529299968,0.0,0.11529933481152993,0.0006335128286347799,Agatha Christie,And Then There Were None
0.04619648906683092,0.07299045272559286,0.06960271019402525,0.07391438250692947,0.02309824453341546,0.07145056975669849,0.0036957191253464737,0.12380659069910686,0.0073914382506929475,0.023714197720973208,0.10933169079149985,0.046812442254388666,0.1958731136433631,0.011395133969818293,0.0006159531875577456,0.11857098860486603,0.001539882968894364,Agatha Christie,And Then There Were None
0.04199475065616798,0.06463254593175853,0.05347769028871391,0.06299212598425197,0.020013123359580054,0.0662729658792651,0.005249343832020997,0.12532808398950132,0.010170603674540682,0.024934383202099737,0.12335958005249344,0.05282152230971129,0.21358267716535434,0.010498687664041995,0.0006561679790026247,0.12368766404199474,0.00032808398950131233,Agatha Christie,And Then There Were None
0.0498960498960499,0.06296406296406297,0.06118206118206118,0.06177606177606178,0.019305019305019305,0.062370062370062374,0.007425007425007425,0.10810810810810811,0.008613008613008613,0.02583902583902584,0.12117612117612117,0.059994059994059996,0.22185922185922186,0.012177012177012177,0.000594000594000594,0.11583011583011583,0.000891000891000891,Agatha Christie,And Then There Were None
0.042178155492603085,0.06232294617563739,0.0739691532892666,0.06547056971986151,0.021718602455146365,0.06672961913755115,0.004721435316336166,0.10450110166824048,0.010072395341517154,0.023607176581680833,0.1221277935158955,0.051306263770853004,0.21340887629839472,0.011016682404784388,0.0003147623544224111,0.125590179414542,0.0009442870632672333,Agatha Christie,And Then There Were None
0.04678007290400972,0.0637910085054678,0.060753341433778855,0.04981773997569866,0.020352369380315916,0.07715674362089915,0.007290400972053463,0.12363304981773998,0.0106318347509113,0.019441069258809233,0.1114823815309842,0.05164034021871203,0.2187120291616039,0.009416767922235723,0.0006075334143377885,0.12697448359659783,0.0015188335358444715,Agatha Christie,And Then There Were None
