AdjTurnover,AgreementPB,AppealConstruction,ComplicatedByApplication,ComplicatedByHomogeneous,ContiguityPB,ControlPB,CoordinationPB,InsertConstruction,InterjectionConstruction,IntroConstruction,Nominative,NotSeparatedSentences,Vocative,advphr,comphr,nomphr,participle,simlphr,syntaxNonFreePhrases,verbalAdverb,verbphr,Author,Novel
0.03333333333333333,0.1902365374937091,0.005,0.03333333333333333,0.12666666666666668,0.06517362858580775,0.0968797181680926,0.09235027679919476,0.023333333333333334,0.0016666666666666668,0.008333333333333333,0.0,0.0016666666666666668,0.02666666666666667,0.010065425264217413,0.22521389028686462,0.1618017111222949,0.005,0.7747861097131353,0.036487166582788125,0.005,0.10140915953699044,Agatha Christie,And Then There Were None
0.018333333333333333,0.19275734245794127,0.0016666666666666668,0.03666666666666667,0.08333333333333333,0.06244653550042772,0.09352723125178215,0.10578842315369262,0.03,0.0,0.006666666666666667,0.0,0.0,0.021666666666666667,0.009694895922440832,0.22583404619332764,0.1662389506700884,0.005,0.7741659538066724,0.029369831765041345,0.005,0.10835471913316225,Agatha Christie,And Then There Were None
0.025,0.18775510204081633,0.0033333333333333335,0.04,0.10666666666666667,0.05160349854227405,0.09271137026239067,0.11049562682215744,0.018333333333333333,0.0,0.008333333333333333,0.0,0.0033333333333333335,0.02,0.007580174927113703,0.22857142857142856,0.16472303206997085,0.0033333333333333335,0.7714285714285715,0.03877551020408163,0.01,0.10874635568513119,Agatha Christie,And Then There Were None
0.006666666666666667,0.14792332268370606,0.0016666666666666668,0.028333333333333332,0.08333333333333333,0.05463258785942492,0.11182108626198083,0.11916932907348243,0.018333333333333333,0.0016666666666666668,0.01,0.0,0.0033333333333333335,0.03833333333333333,0.008306709265175719,0.22140575079872205,0.1428115015974441,0.0016666666666666668,0.778594249201278,0.03226837060702875,0.005,0.12172523961661341,Agatha Christie,And Then There Were None
0.0033333333333333335,0.15616091225847323,0.0,0.03,0.07833333333333334,0.06145074437757365,0.09914475768134305,0.11276528349699082,0.028333333333333332,0.0,0.006666666666666667,0.0,0.0016666666666666668,0.016666666666666666,0.011403230915426037,0.22458029775102945,0.1666138739309471,0.0,0.7754197022489705,0.026290782388343363,0.005,0.11244852708267343,Agatha Christie,And Then There Were None
0.016666666666666666,0.1484447182014167,0.0,0.03333333333333333,0.08,0.07329842931937172,0.10163227594702802,0.10563597166615338,0.011666666666666667,0.0016666666666666668,0.005,0.0,0.0033333333333333335,0.013333333333333334,0.014474899907607022,0.21096396673852788,0.15121650754542654,0.0,0.7890360332614721,0.021558361564521098,0.005,0.1154912226670773,Agatha Christie,And Then There Were None
0.005,0.13353018372703412,0.0033333333333333335,0.021666666666666667,0.06333333333333334,0.05905511811023622,0.09809711286089239,0.12959317585301838,0.025,0.0,0.006666666666666667,0.0,0.0016666666666666668,0.013333333333333334,0.006889763779527559,0.21653543307086615,0.15321522309711286,0.0,0.7834645669291339,0.0291994750656168,0.005,0.12335958005249344,Agatha Christie,And Then There Were None
0.011666666666666667,0.1384021384021384,0.0,0.03,0.06833333333333333,0.06712206712206713,0.0983070983070983,0.11850311850311851,0.021666666666666667,0.0033333333333333335,0.01,0.0,0.0,0.016666666666666666,0.010098010098010098,0.21205821205821207,0.14493614493614493,0.0,0.7879417879417879,0.02791802791802792,0.008333333333333333,0.11404811404811405,Agatha Christie,And Then There Were None
0.011666666666666667,0.12842304060434373,0.0033333333333333335,0.021666666666666667,0.07666666666666666,0.07711677683349072,0.09568775574441298,0.12716399118665409,0.02,0.0,0.006666666666666667,0.0,0.0016666666666666668,0.018333333333333333,0.013220018885741265,0.21781554926030847,0.1394397230091281,0.0033333333333333335,0.7821844507396916,0.02045955303745672,0.0016666666666666668,0.12307208057916273,Agatha Christie,And Then There Were None
0.0016666666666666668,0.1546172539489672,0.0033333333333333335,0.023333333333333334,0.08333333333333333,0.06287970838396112,0.10085054678007291,0.13092345078979345,0.03,0.0,0.0016666666666666668,0.0,0.008333333333333333,0.01,0.008809234507897935,0.21840826245443498,0.14732685297691372,0.0,0.781591737545565,0.023086269744835967,0.0033333333333333335,0.12484811664641556,Agatha Christie,And Then There Were None
0.006666666666666667,0.15989911727616646,0.0033333333333333335,0.018333333333333333,0.10833333333333334,0.05775535939470366,0.10668348045397226,0.1210592686002522,0.015,0.0016666666666666668,0.006666666666666667,0.0,0.013333333333333334,0.01,0.009583858764186633,0.23152585119798236,0.15662042875157628,0.0016666666666666668,0.7684741488020177,0.0330390920554855,0.01,0.11727616645649433,Agatha Christie,And Then There Were None
0.008333333333333333,0.14173457508731083,0.005,0.018333333333333333,0.09666666666666666,0.05878928987194412,0.10739231664726426,0.12369033760186263,0.015,0.0,0.006666666666666667,0.0,0.0033333333333333335,0.011666666666666667,0.00960419091967404,0.22060535506402795,0.15046565774155995,0.0016666666666666668,0.7793946449359721,0.027357392316647265,0.01,0.12339930151338765,Agatha Christie,And Then There Were None
0.006666666666666667,0.13979135618479882,0.0016666666666666668,0.023333333333333334,0.08166666666666667,0.06259314456035768,0.10014903129657228,0.10938897168405365,0.04,0.0,0.01,0.0,0.0016666666666666668,0.03666666666666667,0.007451564828614009,0.20864381520119224,0.14456035767511177,0.0016666666666666668,0.7913561847988078,0.028614008941877794,0.01,0.11296572280178838,Agatha Christie,And Then There Were None
0.016666666666666666,0.17283219887540693,0.0016666666666666668,0.04,0.08,0.053270198283515834,0.10298905001479727,0.11630659958567624,0.02,0.0016666666666666668,0.005,0.0,0.0,0.011666666666666667,0.008878366380585973,0.22610239715892275,0.1707605800532702,0.006666666666666667,0.7738976028410772,0.02841077241787511,0.0016666666666666668,0.11482687185557858,Agatha Christie,And Then There Were None
