,ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,SPACE,SYM,VERB,X,Author,Novel
0.0033585222502099076,0.0883711167086482,0.07682619647355164,0.05415617128463476,0.00818639798488665,0.06108312342569269,0.014273719563392108,0.0014693534844668346,0.17884130982367757,0.005247691015952981,0.03505457598656591,0.07304785894206549,0.023299748110831235,0.1977329974811083,0.019311502938706968,0.0,0.0,0.1526028547439127,0.007136859781696054,Андреев,Ангелочек
0.031534263189812006,0.09824135839902971,0.08308065494238932,0.05366889023650697,0.00939963614311704,0.04396604002425713,0.02031534263189812,0.00030321406913280777,0.16919345057610674,0.004244996967859308,0.03941782898726501,0.06003638568829594,0.04063068526379624,0.19254093389933294,0.01485748938750758,0.0,0.00030321406913280777,0.13068526379624015,0.007580351728320194,Андреев,Баргамот и Гараська
0.030252100840336135,0.10382819794584501,0.05732959850606909,0.06573295985060691,0.011204481792717087,0.07936507936507936,0.01549953314659197,0.0011204481792717086,0.14491129785247434,0.008029878618113911,0.028011204481792718,0.07469654528478058,0.01288515406162465,0.2003734827264239,0.018113912231559292,0.0005602240896358543,0.0,0.13874883286647993,0.009337068160597572,Андреев,Бездна
0.024112706583581684,0.08100785694933622,0.07667298835004063,0.06475209970197779,0.011920888648062856,0.06800325115144946,0.019235979409374153,0.000541858574911948,0.16066106746139258,0.015442969384990518,0.03630452451910052,0.059604443240314275,0.05364399891628285,0.15768084529937687,0.025196423733405582,0.0,0.0,0.1387157951774587,0.006502302898943376,Андреев,Большой шлем
0.02944188428059396,0.09293394777265745,0.07296466973886329,0.05606758832565284,0.012544802867383513,0.07859703020993343,0.01228878648233487,0.0005120327700972862,0.15104966717869944,0.004352278545826933,0.029185867895545316,0.08269329237071173,0.024065540194572452,0.18689196108550948,0.01894521249359959,0.0,0.0,0.14208909370199693,0.005376344086021506,Андреев,В подвале
0.03353589916722935,0.07720009002925951,0.07562457798784605,0.05109160477155075,0.00990321854602746,0.046815214944857075,0.017330632455548053,0.0013504388926401081,0.17173081251406708,0.005851901868107134,0.039837947332883185,0.05266711681296422,0.044339410308350216,0.20279090704478955,0.017105559306774702,0.00045014629754670267,0.0,0.1447220346612649,0.0076524870582939455,Андреев,В Сабурове
0.03115030962657159,0.08125351848376806,0.07355976731094013,0.06511540626759242,0.009570275849127416,0.06980671795834115,0.020641771439294427,0.0,0.1540626759241884,0.0065678363670482265,0.041283542878588854,0.0711202852317508,0.03584162131732032,0.17526740476637268,0.022142991180334023,0.0,0.0,0.1347344717583036,0.007881403640457873,Андреев,В темную даль
0.004491978609625668,0.08812834224598931,0.07679144385026739,0.05283422459893048,0.010267379679144385,0.05411764705882353,0.023529411764705882,0.000855614973262032,0.16877005347593582,0.0042780748663101605,0.04021390374331551,0.08192513368983957,0.027593582887700533,0.19315508021390373,0.0213903743315508,0.0,0.0,0.14203208556149732,0.009625668449197862,Андреев,Валя
0.019278096800656275,0.0881870385561936,0.06439704675963905,0.054963084495488104,0.008613617719442166,0.07260049220672682,0.013535684987694831,0.0,0.18498769483182936,0.002050861361771944,0.023379819524200166,0.07629204265791632,0.012305168170631665,0.18580803937653814,0.02378999179655455,0.0,0.0,0.15914684167350288,0.01066447908121411,Андреев,Друг
0.028744326777609682,0.09110774920154648,0.07312153303076148,0.057656749033451,0.009917633215666499,0.07564296520423601,0.016809547823163556,0.0031938140864010756,0.1455706841485964,0.010758110606824677,0.03614052781980165,0.06908724155320221,0.03563624138510674,0.18843503109766346,0.01849050260547991,0.001176668347621449,0.0,0.13010590015128592,0.008404773911581778,Андреев,Иностранец
0.004954268292682927,0.08955792682926829,0.08003048780487805,0.06592987804878049,0.009908536585365854,0.07850609756097561,0.01486280487804878,0.00038109756097560977,0.18635670731707318,0.004192073170731708,0.03429878048780488,0.06669207317073171,0.01638719512195122,0.1760670731707317,0.015625,0.0,0.0,0.14786585365853658,0.008384146341463415,Андреев,Кусака
0.047037263286499695,0.10720830788026879,0.07361026267562615,0.057727550397067805,0.00916310323762981,0.057116676847892484,0.02474037874160049,0.002443494196701283,0.1679902260232132,0.009468540012217471,0.030543677458766034,0.06414172266340867,0.016188149053146,0.19547953573610263,0.013744654856444716,0.0009163103237629811,0.00030543677458766036,0.11728772144166158,0.004886988393402566,Андреев,Мельком
0.021637971149371802,0.07933922754769661,0.0709632387156817,0.05165193113075849,0.01326198231735691,0.05072126570497906,0.023964634713820383,0.0009306654257794323,0.16961377384830154,0.006979990693345742,0.03932061423918101,0.07468590041879944,0.037924616100511864,0.18939041414611446,0.02280130293159609,0.0,0.0,0.140995812005584,0.0058166589111214514,Андреев,Молодежь
0.02367758186397985,0.09269521410579346,0.07691015952980688,0.05894206549118388,0.008564231738035265,0.0727120067170445,0.014609571788413099,0.00033585222502099076,0.19059613769941225,0.005037783375314861,0.03324937027707808,0.05340050377833753,0.02065491183879093,0.18438287153652394,0.019311502938706968,0.0,0.0,0.1376994122586062,0.007220822837951301,Андреев,На реке
0.03493901178416374,0.08786437874715733,0.07173868100062022,0.059954517262766176,0.006822410585073393,0.06346909241265247,0.020260492040520984,0.0006202191440975812,0.16580525118875336,0.006615670870374199,0.04651643580731859,0.05809385983047343,0.029150299772586315,0.18854661980566467,0.016539177175935497,0.0,0.0,0.13644821170146784,0.006615670870374199,Андреев,Первый гонорар
0.016611295681063124,0.13122923588039867,0.057308970099667775,0.057308970099667775,0.012458471760797342,0.0606312292358804,0.03571428571428571,0.0024916943521594683,0.1403654485049834,0.0033222591362126247,0.0473421926910299,0.09053156146179402,0.0,0.2009966777408638,0.01079734219269103,0.0,0.0,0.12541528239202657,0.007475083056478406,Андреев,Прекрасна жизнь для воскресших
0.010195265249697598,0.09391740107136685,0.07897010540867462,0.051408329013305686,0.015465698980473475,0.07663729047865907,0.02177293934681182,8.640055296353897e-05,0.17167789873855194,0.006566442025228962,0.03559702782097805,0.08467254190426819,0.02669777086573354,0.16035942630032832,0.027907378607223088,0.0,0.0,0.1277000172801106,0.010368066355624676,Андреев,Рассказ о Сергее Петровиче
0.036834924965893585,0.10914051841746249,0.047748976807639835,0.04945429740791269,0.01637107776261937,0.10061391541609822,0.021828103683492497,0.0,0.14972714870395634,0.005798090040927694,0.019781718963165076,0.08185538881309687,0.0023874488403819918,0.18724420190995908,0.016712141882673944,0.0,0.0,0.14597544338335608,0.008526603001364257,Андреев,Стена
0.02215117606759534,0.09408540762731217,0.07787166019639187,0.05206668189084266,0.010276318794245261,0.06896551724137931,0.020438456268554464,0.0007992692395524092,0.17401233158255308,0.006736697876227449,0.040306005937428634,0.06633934688284997,0.031628225622288196,0.1748116008221055,0.018725736469513588,0.0006850879196163508,0.0,0.13290705640557204,0.007193423155971683,Андреев,У окна
0.0341726618705036,0.09832134292565947,0.06414868105515588,0.05935251798561151,0.007194244604316547,0.03717026378896882,0.019184652278177457,0.0017985611510791368,0.1882494004796163,0.00539568345323741,0.044964028776978415,0.05515587529976019,0.013189448441247002,0.20983213429256595,0.012589928057553957,0.0,0.0,0.14268585131894485,0.006594724220623501,Андреев,Что видела галка
0.02937284996030696,0.09526329716856312,0.09552791743847579,0.04710240804445621,0.004763164858428155,0.03889917967716327,0.018258798623974597,0.0005292405398253506,0.22214871659169091,0.008600158772161947,0.03823762900238158,0.029769780365175972,0.029769780365175972,0.19515744906059804,0.011114051336332363,0.00013231013495633765,0.0,0.13257475522625034,0.0027785128340830907,Астафьев,Прокляты и убиты. Книга вторая
0.03482500435312554,0.0778338847292356,0.08497301062162632,0.056764757095594635,0.004004875500609437,0.041790005223750655,0.018457252307156537,0.0022636252829531605,0.2028556503569563,0.006790875848859481,0.04875500609437576,0.05049625631203204,0.02611875326484416,0.20146265018283127,0.014974751871843984,0.0017412502176562773,0.0,0.12275814034476755,0.003134250391781299,Астафьев,Прокляты и убиты. Книга вторая
0.024551463644948063,0.08781869688385269,0.09550789154188588,0.054903547821394845,0.00418184270875489,0.041143936328072304,0.015243491164171051,0.0017536759746391475,0.22824767300687981,0.00701470389855659,0.03844597329016593,0.041143936328072304,0.019290435721030622,0.19236476460272495,0.013489815189531903,0.0004046944556859571,0.0,0.13206529070551734,0.0024281667341157424,Астафьев,Прокляты и убиты. Книга вторая
0.02977207977207977,0.07421652421652422,0.08361823361823362,0.053133903133903135,0.007834757834757835,0.04301994301994302,0.020512820512820513,0.0019943019943019944,0.20683760683760682,0.007977207977207978,0.045584045584045586,0.045014245014245016,0.03162393162393162,0.19401709401709402,0.015527065527065526,0.0002849002849002849,0.0,0.13475783475783476,0.004273504273504274,Астафьев,Прокляты и убиты. Книга вторая
0.02004137574347039,0.0800362037755366,0.09464701318851823,0.05456426170157745,0.004266873545384018,0.03982415309025084,0.015774502198086373,0.0031031807602792862,0.21709335402120508,0.00517196793379881,0.03943625549521593,0.043056633048875095,0.016679596586501165,0.2077838117403672,0.012800620636152055,0.00012929919834497026,0.00012929919834497026,0.14158262218774242,0.003878975950349108,Астафьев,Прокляты и убиты. Книга вторая
0.02959760558696375,0.07898237445959427,0.08430329231792484,0.05054871965414034,0.0036581310276022614,0.040571998669770536,0.015297638842700367,0.0029930162953109413,0.20934486198869304,0.009644163618224144,0.036248752909876954,0.044728965746591284,0.02444296641170602,0.2173262387761889,0.010475557033588294,0.0003325573661456601,0.0,0.13535084802128367,0.0061523112736947124,Астафьев,Прокляты и убиты. Книга вторая
0.030470150282641665,0.07086722735419826,0.09127257686474562,0.05818282090169585,0.004687715428098717,0.03750172342478974,0.01930235764511237,0.0012408658486143666,0.20791396663449607,0.009099682889838687,0.046877154280987175,0.041913690886529714,0.0217840893423411,0.20060664552598925,0.014476768233834276,0.00013787398317937404,0.0,0.14007996691024405,0.0035847235626637252,Астафьев,Прокляты и убиты. Книга вторая
0.0439719240297275,0.05697770437654831,0.08071841453344343,0.056564822460776217,0.004748142031379026,0.03674649050371594,0.016308835672997523,0.002064409578860446,0.19838976052848886,0.0059867877786952935,0.05326176713459951,0.04273327828241123,0.032411230388109,0.21180842279108175,0.013418662262592898,0.00020644095788604458,0.0,0.13790255986787778,0.005780346820809248,Астафьев,Прокляты и убиты. Книга вторая
0.03244444444444444,0.07377777777777778,0.0834074074074074,0.049777777777777775,0.004888888888888889,0.04518518518518518,0.018518518518518517,0.0025185185185185185,0.19407407407407407,0.005925925925925926,0.045037037037037035,0.04622222222222222,0.02725925925925926,0.2114074074074074,0.014074074074074074,0.001037037037037037,0.0,0.14,0.0044444444444444444,Астафьев,Прокляты и убиты. Книга вторая
0.03184885290148448,0.0796221322537112,0.08852901484480431,0.053306342780026994,0.004453441295546558,0.04264507422402159,0.017948717948717947,0.002699055330634278,0.20512820512820512,0.007422402159244264,0.0465587044534413,0.04588394062078273,0.023751686909581647,0.19932523616734144,0.014979757085020242,0.0001349527665317139,0.0,0.13090418353576247,0.004858299595141701,Астафьев,Прокляты и убиты. Книга вторая
0.020945665698880133,0.0930111986727499,0.08969307341352135,0.05744504355039403,0.00476980506014102,0.04344670261302364,0.01907922024056408,0.0014516798009124845,0.20458316051430941,0.006739941932807964,0.04240978846951472,0.03940273745333887,0.026856076316880962,0.19815429282455413,0.015035255080879302,0.00041476565740356696,0.0,0.13096225632517627,0.005599336374948154,Астафьев,Прокляты и убиты. Книга вторая
0.029237162362718908,0.0750964677945978,0.08325912733748887,0.05520926090828139,0.00385871178391214,0.03487681804689819,0.017809439002671415,0.0013357079252003562,0.20629266844761057,0.005194419709112497,0.04511724547343425,0.05149896111605818,0.02612051053725141,0.20169189670525378,0.01439596319382606,0.00029682398337785694,0.0,0.14321757197981597,0.005491243692490353,Астафьев,Прокляты и убиты. Книга вторая
0.03119237861094038,0.06499692685925015,0.09204056545789797,0.05454824830977259,0.00322679778733866,0.033650891210817456,0.017209588199139522,0.003073140749846343,0.1954517516902274,0.005531653349723417,0.041180086047940996,0.054701905347264906,0.025046097111247695,0.21342962507682853,0.011063306699446834,0.0,0.0,0.14935464044253227,0.0043023970497848806,Астафьев,Прокляты и убиты. Книга вторая
0.029511533242876527,0.06987788331071913,0.09294436906377204,0.052917232021709636,0.0047489823609226595,0.03917910447761194,0.015434192672998642,0.0035617367706919944,0.21556987788331072,0.00508819538670285,0.03595658073270014,0.038331071913161464,0.02968113975576662,0.20675033921302577,0.013738127544097693,0.0,0.0,0.1422998643147897,0.004409769335142469,Астафьев,Прокляты и убиты. Книга вторая
