AdjTurnover,AgreementPB,AppealConstruction,ComplicatedByApplication,ComplicatedByHomogeneous,ContiguityPB,ControlPB,CoordinationPB,InsertConstruction,InterjectionConstruction,IntroConstruction,Nominative,NotSeparatedSentences,Vocative,advphr,comphr,nomphr,participle,simlphr,syntaxNonFreePhrases,verbalAdverb,verbphr,Author,Novel
0.03428571428571429,0.1899174272055628,0.004285714285714286,0.03571428571428571,0.12285714285714286,0.062146892655367235,0.09713168187744459,0.09430682312038244,0.024285714285714285,0.0014285714285714286,0.008571428571428572,0.0,0.0014285714285714286,0.03,0.009778357235984355,0.22664059104737072,0.16188613646240765,0.005714285714285714,0.7733594089526293,0.03585397653194263,0.005714285714285714,0.10343328987396784,Agatha Christie,And Then There Were None
0.014285714285714285,0.19389978213507625,0.0014285714285714286,0.03571428571428571,0.09857142857142857,0.06535947712418301,0.0924715565238441,0.10675381263616558,0.027142857142857142,0.0,0.005714285714285714,0.0,0.0014285714285714286,0.015714285714285715,0.009924957637375938,0.22270636649721617,0.168240135560397,0.004285714285714286,0.7772936335027838,0.029048656499636893,0.007142857142857143,0.10965867828612927,Agatha Christie,And Then There Were None
0.018571428571428572,0.17159121713201408,0.002857142857142857,0.03857142857142857,0.08285714285714285,0.052317701274058014,0.10056925996204934,0.11737598265112496,0.02,0.0,0.011428571428571429,0.0,0.002857142857142857,0.025714285714285714,0.007047980482515587,0.2285172133369477,0.15370018975332067,0.002857142857142857,0.7714827866630524,0.0374085117918135,0.005714285714285714,0.11385199240986717,Agatha Christie,And Then There Were None
0.007142857142857143,0.15351925630810093,0.0014285714285714286,0.022857142857142857,0.08285714285714285,0.0549800796812749,0.10624169986719788,0.11208499335989376,0.024285714285714285,0.0014285714285714286,0.008571428571428572,0.0,0.002857142857142857,0.025714285714285714,0.00796812749003984,0.2239043824701195,0.15458167330677292,0.0,0.7760956175298804,0.03187250996015936,0.005714285714285714,0.1150066401062417,Agatha Christie,And Then There Were None
0.014285714285714285,0.14881743289928248,0.0,0.03428571428571429,0.08571428571428572,0.07121977145894233,0.1001860217911241,0.10709540260430507,0.014285714285714285,0.0014285714285714286,0.002857142857142857,0.0,0.002857142857142857,0.017142857142857144,0.017007706617060855,0.21445655062450172,0.16051023119851182,0.0,0.7855434493754982,0.021525378687217645,0.005714285714285714,0.11241031092213659,Agatha Christie,And Then There Were None
0.004285714285714286,0.13406717471069715,0.002857142857142857,0.024285714285714285,0.06,0.06040079029071409,0.09765735252610781,0.12729325430426192,0.022857142857142857,0.0,0.007142857142857143,0.0,0.0014285714285714286,0.014285714285714285,0.006773920406435224,0.21507197290431837,0.1493084956251764,0.0,0.7849280270956817,0.028224668360146768,0.004285714285714286,0.12362404741744284,Agatha Christie,And Then There Were None
0.01,0.13958333333333334,0.0014285714285714286,0.02857142857142857,0.07285714285714286,0.06588541666666667,0.09479166666666666,0.11953125,0.02,0.002857142857142857,0.008571428571428572,0.0,0.0014285714285714286,0.018571428571428572,0.009375,0.21328125,0.14479166666666668,0.0,0.78671875,0.029947916666666668,0.007142857142857143,0.11484375,Agatha Christie,And Then There Were None
0.01,0.1364969341508931,0.002857142857142857,0.022857142857142857,0.07285714285714286,0.07544654758731005,0.09810717142095442,0.12689949346840843,0.024285714285714285,0.0,0.005714285714285714,0.0,0.0014285714285714286,0.014285714285714285,0.01386296987470008,0.21727539322847242,0.14342841908824314,0.002857142857142857,0.7827246067715276,0.018928285790455877,0.004285714285714286,0.12103439082911224,Agatha Christie,And Then There Were None
0.004285714285714286,0.1565155807365439,0.002857142857142857,0.02,0.09285714285714286,0.06326723323890462,0.10292728989612843,0.12653446647780925,0.022857142857142857,0.0014285714285714286,0.007142857142857143,0.0,0.011428571428571429,0.01,0.008262511803588292,0.2240321057601511,0.14966949952785646,0.0,0.7759678942398489,0.02903682719546742,0.004285714285714286,0.12299338999055713,Agatha Christie,And Then There Were None
0.008571428571428572,0.14420580599480765,0.002857142857142857,0.02,0.09428571428571429,0.05546377153646448,0.1062072220911022,0.12744866650932263,0.017142857142857144,0.0,0.004285714285714286,0.0,0.008571428571428572,0.011428571428571429,0.01038470616001888,0.22327118244040595,0.1493981590748171,0.002857142857142857,0.776728817559594,0.029738022185508615,0.008571428571428572,0.11942412084021714,Agatha Christie,And Then There Were None
0.005714285714285714,0.1434223541048467,0.004285714285714286,0.02,0.10428571428571429,0.06404549950544015,0.10806132542037586,0.109297725024728,0.03,0.0,0.007142857142857143,0.0,0.0014285714285714286,0.03,0.00791295746785361,0.21636993076162217,0.14836795252225518,0.0014285714285714286,0.7836300692383779,0.02596439169139466,0.01,0.1211671612265084,Agatha Christie,And Then There Were None
0.015714285714285715,0.16955733885581153,0.0014285714285714286,0.03857142857142857,0.07285714285714286,0.05203209940460782,0.10044007248252654,0.1154543101216671,0.024285714285714285,0.0014285714285714286,0.007142857142857143,0.0,0.0,0.014285714285714285,0.008283717318146519,0.22288376909137975,0.16955733885581153,0.005714285714285714,0.7771162309086203,0.028993010613512813,0.004285714285714286,0.11131245146259384,Agatha Christie,And Then There Were None
0.01,0.13798745568584675,0.0014285714285714286,0.011428571428571429,0.07142857142857142,0.06626670302699754,0.09899100081810744,0.12026179438232888,0.018571428571428572,0.002857142857142857,0.012857142857142857,0.0,0.0014285714285714286,0.012857142857142857,0.011726206708481048,0.21243523316062177,0.14371420779929098,0.0014285714285714286,0.7875647668393783,0.02099809108262885,0.005714285714285714,0.12162530679029179,Agatha Christie,And Then There Were None
0.011428571428571429,0.14532775453277547,0.0,0.017142857142857144,0.07285714285714286,0.07587168758716877,0.09735006973500697,0.1101813110181311,0.011428571428571429,0.0,0.007142857142857143,0.0,0.005714285714285714,0.02142857142857143,0.01394700139470014,0.2192468619246862,0.14588563458856346,0.0,0.7807531380753138,0.01813110181311018,0.004285714285714286,0.11854951185495119,Agatha Christie,And Then There Were None
0.007142857142857143,0.12231930103256553,0.0,0.011428571428571429,0.054285714285714284,0.07095578501456182,0.10060894890124437,0.1371458829759068,0.03,0.002857142857142857,0.007142857142857143,0.0,0.0,0.007142857142857143,0.010060894890124437,0.213926396611067,0.13026211278792693,0.0,0.7860736033889331,0.012443738416732858,0.004285714285714286,0.12629070691024621,Agatha Christie,And Then There Were None
0.01,0.13895394223263074,0.0014285714285714286,0.022857142857142857,0.08142857142857143,0.06505334374186833,0.09601873536299765,0.12151964610981004,0.02857142857142857,0.0,0.004285714285714286,0.0,0.002857142857142857,0.005714285714285714,0.01249024199843872,0.21467603434816548,0.14389799635701275,0.0014285714285714286,0.7853239656518345,0.01873536299765808,0.0014285714285714286,0.11475409836065574,Agatha Christie,And Then There Were None
0.015151515151515152,0.20866141732283464,0.005050505050505051,0.015151515151515152,0.17676767676767677,0.0505249343832021,0.1141732283464567,0.11548556430446194,0.025252525252525252,0.0,0.010101010101010102,0.0,0.005050505050505051,0.015151515151515152,0.00853018372703412,0.2473753280839895,0.17979002624671916,0.010101010101010102,0.7526246719160105,0.013779527559055118,0.010101010101010102,0.11811023622047244,Agatha Christie,And Then There Were None
0.032857142857142856,0.15867242555126165,0.0,0.02857142857142857,0.11,0.06274153216640145,0.10479654466924301,0.10752443737213004,0.025714285714285714,0.0,0.01,0.0,0.008571428571428572,0.01,0.007274380541032053,0.22141395771766312,0.16208229142987043,0.004285714285714286,0.7785860422823369,0.016367356217322118,0.012857142857142857,0.1109343032507388,Agatha Christie,The Murder on the Links
0.04285714285714286,0.1653061224489796,0.0,0.037142857142857144,0.11571428571428571,0.05011337868480726,0.10793650793650794,0.09977324263038549,0.027142857142857142,0.0014285714285714286,0.005714285714285714,0.0,0.011428571428571429,0.02,0.010884353741496598,0.21700680272108844,0.15850340136054422,0.004285714285714286,0.7829931972789116,0.026757369614512472,0.024285714285714285,0.10589569160997732,Agatha Christie,The Murder on the Links
0.027142857142857142,0.16483274647887325,0.002857142857142857,0.03428571428571429,0.12285714285714286,0.058758802816901406,0.11003521126760564,0.10233274647887323,0.014285714285714285,0.005714285714285714,0.01,0.0,0.005714285714285714,0.01,0.011223591549295775,0.22315140845070422,0.16219190140845072,0.0,0.7768485915492958,0.02244718309859155,0.008571428571428572,0.11069542253521127,Agatha Christie,The Murder on the Links
0.025714285714285714,0.16054076890578792,0.0014285714285714286,0.02,0.11714285714285715,0.05471060414026194,0.10878749471905365,0.1111111111111111,0.024285714285714285,0.0,0.005714285714285714,0.0,0.004285714285714286,0.018571428571428572,0.011406844106463879,0.2253907900295733,0.16117448246725813,0.004285714285714286,0.7746092099704267,0.01689902830587241,0.018571428571428572,0.11153358681875793,Agatha Christie,The Murder on the Links
0.025714285714285714,0.14966428416720814,0.004285714285714286,0.025714285714285714,0.10857142857142857,0.05977907732293697,0.10028156811782543,0.11327701970976825,0.02857142857142857,0.0,0.005714285714285714,0.0,0.004285714285714286,0.005714285714285714,0.010396361273554255,0.21637426900584794,0.1568117825427767,0.004285714285714286,0.783625730994152,0.017327268789257094,0.014285714285714285,0.11067792939137969,Agatha Christie,The Murder on the Links
0.01,0.13729308666017526,0.004285714285714286,0.014285714285714285,0.09285714285714286,0.07132424537487829,0.10759493670886076,0.10978578383641675,0.027142857142857142,0.0,0.005714285714285714,0.0,0.005714285714285714,0.014285714285714285,0.012658227848101266,0.22005842259006816,0.14629990262901654,0.0,0.7799415774099319,0.017526777020447908,0.017142857142857144,0.11343719571567673,Agatha Christie,The Murder on the Links
0.025714285714285714,0.16535615171137835,0.002857142857142857,0.037142857142857144,0.08714285714285715,0.060129509713228495,0.1059204440333025,0.10545790934320073,0.02857142857142857,0.0,0.008571428571428572,0.0,0.008571428571428572,0.017142857142857144,0.012257169287696577,0.21993524514338575,0.14870490286771507,0.004285714285714286,0.7800647548566142,0.02937095282146161,0.02142857142857143,0.1059204440333025,Agatha Christie,The Murder on the Links
0.02,0.14907243816254417,0.004285714285714286,0.04285714285714286,0.09428571428571429,0.058083038869257954,0.10534452296819788,0.10070671378091872,0.027142857142857142,0.0,0.018571428571428572,0.0,0.007142857142857143,0.018571428571428572,0.008392226148409895,0.21996466431095407,0.15437279151943462,0.0014285714285714286,0.7800353356890459,0.026060070671378093,0.02,0.11064487632508833,Agatha Christie,The Murder on the Links
0.03571428571428571,0.1478573031186897,0.0,0.024285714285714285,0.11571428571428571,0.06484182185326452,0.10881759030738165,0.10904195647296387,0.02857142857142857,0.002857142857142857,0.005714285714285714,0.0,0.002857142857142857,0.012857142857142857,0.010545209782364819,0.21920574377383892,0.15144716176800538,0.002857142857142857,0.780794256226161,0.016603096253085033,0.03,0.11913843392416423,Agatha Christie,The Murder on the Links
0.007142857142857143,0.13364280478866358,0.0014285714285714286,0.02142857142857143,0.10285714285714286,0.06645492303933545,0.10823356950891766,0.11067676520889323,0.02142857142857143,0.0,0.008571428571428572,0.0,0.007142857142857143,0.012857142857142857,0.013437576349865624,0.2176887368678231,0.14732470070852674,0.004285714285714286,0.7823112631321769,0.010505741509894943,0.014285714285714285,0.11825067187881749,Agatha Christie,The Murder on the Links
