Ch,Circ,action,location,person,Author,Novel
0.29788519637462235,0.17341389728096676,0.05075528700906345,0.2163141993957704,0.26163141993957706,Бианки,Собрание сочинений. Том 1. Рассказы и сказки
0.23442319555829735,0.20913016656384947,0.054904380012338064,0.202344231955583,0.29919802590993216,Бианки,Собрание сочинений. Том 1. Рассказы и сказки
0.21171171171171171,0.22908622908622908,0.04504504504504504,0.2097812097812098,0.30437580437580436,Бианки,Собрание сочинений. Том 1. Рассказы и сказки
0.22057416267942584,0.19856459330143542,0.05933014354066986,0.22057416267942584,0.3009569377990431,Бианки,Собрание сочинений. Том 1. Рассказы и сказки
0.19592570401437986,0.2043139604553625,0.052726183343319355,0.21689634511683642,0.3301378070701019,Бианки,Собрание сочинений. Том 1. Рассказы и сказки
0.22926829268292684,0.17506775067750677,0.06016260162601626,0.21788617886178863,0.3176151761517615,Бианки,Собрание сочинений. Том 1. Рассказы и сказки
0.2064917127071823,0.22790055248618785,0.03798342541436464,0.20027624309392264,0.32734806629834257,Бианки,Собрание сочинений. Том 1. Рассказы и сказки
0.23623011015911874,0.21695226438188495,0.05966952264381885,0.2065483476132191,0.2805997552019584,Бианки,Собрание сочинений. Том 1. Рассказы и сказки
0.16257911392405064,0.3002373417721519,0.05102848101265823,0.16930379746835442,0.31685126582278483,Булгаков,Белая гвардия
0.17909516380655227,0.28642745709828393,0.05897035881435257,0.1747269890795632,0.3007800312012481,Булгаков,Белая гвардия
0.15938979484481852,0.33903208837453974,0.048132561809573905,0.18358758548132562,0.2698579694897422,Булгаков,Белая гвардия
0.15285126396237508,0.30746619635508526,0.04556143445032334,0.18547912992357438,0.30864197530864196,Булгаков,Белая гвардия
0.16834677419354838,0.30678763440860213,0.0456989247311828,0.1868279569892473,0.2923387096774194,Булгаков,Белая гвардия
0.1366632860040568,0.32733265720081134,0.04513184584178499,0.20360040567951318,0.28727180527383367,Булгаков,Белая гвардия
0.19774759854256377,0.24113945014905597,0.052003974826101355,0.21397813845644253,0.2951308380258364,Булгаков,Белая гвардия
0.19238975817923187,0.23115220483641535,0.051920341394025606,0.19736842105263158,0.32716927453769556,Булгаков,Белая гвардия
0.1873231465761177,0.2798528579513299,0.053480475382003394,0.199490662139219,0.2798528579513299,Булгаков,Белая гвардия
0.17623984309330346,0.21686746987951808,0.053796581675539364,0.18884841692350798,0.36424768842813116,Булгаков,Белая гвардия
0.1552511415525114,0.2868150684931507,0.04052511415525114,0.18949771689497716,0.3279109589041096,Булгаков,Белая гвардия
0.17942044074266875,0.24692000694082944,0.0480652437966337,0.20163109491584244,0.3239632136040257,Булгаков,Белая гвардия
0.13072134749176126,0.32625411937019405,0.06407909190772611,0.18235078725741485,0.2965946539729037,Булгаков,Жизнь господина де Мольера
0.1341350601295097,0.32038236201048415,0.07369719395621338,0.17915510329941411,0.2926302806043787,Булгаков,Жизнь господина де Мольера
0.12971898949758728,0.32699403917116093,0.06301447629860914,0.18648878796480273,0.2937837070678399,Булгаков,Жизнь господина де Мольера
0.1540084388185654,0.3270042194092827,0.06298975286317059,0.17450271247739602,0.2814948764315853,Булгаков,Жизнь господина де Мольера
0.14450261780104712,0.31649214659685865,0.06910994764397906,0.181151832460733,0.2887434554973822,Булгаков,Жизнь господина де Мольера
0.1486189195795649,0.33194817892935713,0.06990955756538744,0.17232950378880468,0.27719384013688586,Булгаков,Жизнь господина де Мольера
0.13539651837524178,0.3167311411992263,0.06769825918762089,0.17940038684719536,0.30077369439071566,Булгаков,Жизнь господина де Мольера
0.1569767441860465,0.265625,0.06994912790697674,0.17950581395348839,0.32794331395348836,Булгаков,Жизнь господина де Мольера
0.1987152034261242,0.22740899357601713,0.06638115631691649,0.19271948608137046,0.3147751605995717,Булгаков,Записки юного врача
0.19867235656709342,0.20815552394499762,0.06590801327643434,0.18729255571360834,0.3399715504978663,Булгаков,Записки юного врача
0.2033816425120773,0.17922705314009663,0.06908212560386473,0.19758454106280193,0.3507246376811594,Булгаков,Записки юного врача
