ROOT,acl,acl:relcl,advcl,advmod,amod,appos,aux,aux:pass,case,cc,ccomp,compound,conj,cop,csubj,csubj:pass,det,discourse,expl,fixed,flat,flat:foreign,flat:name,iobj,mark,nmod,nsubj,nsubj:pass,nummod,nummod:entity,nummod:gov,obj,obl,orphan,parataxis,punct,xcomp,Author,Novel
0.054614964500273075,0.008192244675040962,0.009830693610049153,0.016384489350081924,0.07154560349535773,0.04369197160021846,0.002184598580010923,0.0010922992900054614,0.0005461496450027307,0.0764609503003823,0.05789186237028946,0.0070999453850355,0.0,0.07045330420535227,0.0038230475150191155,0.0038230475150191155,0.0,0.014199890770071,0.0010922992900054614,0.0,0.006007646095030038,0.0,0.0,0.0032768978700163844,0.016930638995084655,0.026215182960131075,0.019115237575095576,0.08629164391043145,0.002184598580010923,0.0016384489350081922,0.0,0.002184598580010923,0.03986892408519935,0.0922992900054615,0.0010922992900054614,0.026215182960131075,0.2184598580010923,0.015292190060076462,Андреев,Ангелочек
0.057371581054036024,0.012341561040693796,0.007004669779853236,0.01801200800533689,0.07271514342895263,0.061374249499666446,0.0010006671114076052,0.0023348899266177454,0.001667778519012675,0.0733822548365577,0.06070713809206137,0.004002668445630421,0.0,0.0790527018012008,0.00533689126084056,0.0020013342228152103,0.0,0.021014009339559707,0.000333555703802535,0.0,0.003002001334222815,0.0,0.0,0.0010006671114076052,0.00600400266844563,0.017678452301534357,0.03302201467645097,0.08405603735823883,0.0023348899266177454,0.00066711140760507,0.0,0.003002001334222815,0.03569046030687125,0.08605737158105403,0.0,0.021014009339559707,0.21480987324883255,0.01200800533689126,Андреев,Ангелочек
0.057930607187112765,0.014250309789343246,0.008364312267657992,0.017967781908302356,0.07434944237918216,0.06133828996282528,0.0034076827757125155,0.0021685254027261464,0.0018587360594795538,0.08209417596034696,0.04275092936802974,0.004956629491945477,0.0,0.06629491945477076,0.006195786864931847,0.0040272614622057,0.0,0.030978934324659233,0.0015489467162329617,0.0,0.006505576208178439,0.0,0.0,0.0021685254027261464,0.01084262701363073,0.015179677819083023,0.03965303593556382,0.06071871127633209,0.0024783147459727386,0.0027881040892193307,0.0,0.0006195786864931846,0.03593556381660471,0.09200743494423792,0.0012391573729863693,0.016728624535315983,0.21902106567534077,0.013630731102850062,Андреев,Баргамот и Гараська
0.0524987380111055,0.011610297829379102,0.004543160020191822,0.01463907117617365,0.06814740030287733,0.07521453811206462,0.0010095911155981827,0.0020191822311963654,0.0,0.05098435133770823,0.07016658253407371,0.002523977788995457,0.0,0.11408379606259465,0.008076728924785462,0.0005047955577990914,0.0,0.02523977788995457,0.0,0.0,0.001514386673397274,0.0,0.0,0.003028773346794548,0.006562342251388188,0.0176678445229682,0.03180212014134275,0.07470974255426552,0.0,0.006057546693589096,0.0,0.00757193336698637,0.031297324583543666,0.06814740030287733,0.0005047955577990914,0.016153457849570924,0.22917718324078748,0.004543160020191822,Андреев,Бездна
0.05685310387215734,0.006146281499692686,0.007375537799631223,0.02519975414874001,0.08236017209588199,0.05039950829748002,0.0006146281499692685,0.0,0.0006146281499692685,0.059311616472034416,0.0842040565457898,0.00645359557467732,0.0,0.0977258758451137,0.010141364474492931,0.0027658266748617085,0.0,0.021204671173939767,0.00030731407498463427,0.0,0.0027658266748617085,0.0,0.0,0.0009219422249539029,0.007375537799631223,0.020590043023970498,0.019668100799016593,0.08574062692071296,0.0006146281499692685,0.0009219422249539029,0.0,0.0036877688998156115,0.03503380454824831,0.07314074984634296,0.001229256299938537,0.010448678549477565,0.218500307314075,0.007682851874615857,Андреев,Бездна
0.044137931034482755,0.008551724137931035,0.005793103448275862,0.01710344827586207,0.08303448275862069,0.05186206896551724,0.004965517241379311,0.0024827586206896553,0.0016551724137931034,0.07531034482758621,0.06813793103448276,0.009931034482758621,0.0,0.07862068965517241,0.006896551724137931,0.003586206896551724,0.0,0.02482758620689655,0.00027586206896551725,0.0,0.010482758620689656,0.00027586206896551725,0.0,0.021241379310344827,0.009379310344827587,0.027310344827586208,0.031172413793103447,0.08358620689655172,0.003310344827586207,0.004965517241379311,0.0,0.009931034482758621,0.028689655172413793,0.0863448275862069,0.0,0.013517241379310345,0.17186206896551723,0.010758620689655173,Андреев,Большой шлем
0.042716787697565144,0.007261853908586074,0.00897052541648868,0.021358393848782572,0.06791969243912858,0.0598035027765912,0.0017086715079026058,0.0025630072618539087,0.0008543357539513029,0.08201623237932508,0.08329773601025203,0.004698846646732166,0.0,0.10294745835113199,0.00897052541648868,0.0021358393848782574,0.0,0.01836821870995301,0.0008543357539513029,0.0,0.008116189662537377,0.0,0.0,0.0021358393848782574,0.011106364801366937,0.022639897479709525,0.022639897479709525,0.07261853908586074,0.0034173430158052115,0.0025630072618539087,0.0,0.004271678769756515,0.03289192652712516,0.09782144382742418,0.00042716787697565144,0.010252029047415635,0.18410935497650577,0.00854335753951303,Андреев,В подвале
0.07308743169398907,0.006147540983606557,0.0034153005464480873,0.022540983606557378,0.06557377049180328,0.05191256830601093,0.0,0.0,0.0,0.060109289617486336,0.07513661202185792,0.007513661202185792,0.0,0.09289617486338798,0.011612021857923498,0.0,0.0,0.015710382513661202,0.0006830601092896175,0.0006830601092896175,0.0020491803278688526,0.0,0.0,0.001366120218579235,0.007513661202185792,0.01980874316939891,0.018442622950819672,0.08196721311475409,0.0,0.0020491803278688526,0.0,0.0006830601092896175,0.028688524590163935,0.0778688524590164,0.004098360655737705,0.017759562841530054,0.24043715846994534,0.010245901639344262,Андреев,В подвале
0.05892751915144372,0.011785503830288745,0.0076605774896876845,0.022981732469063054,0.07542722451384797,0.049499116087212726,0.008249852681202121,0.0035356511490866236,0.002357100766057749,0.07896287566293458,0.04832056570418385,0.0029463759575721863,0.0,0.06423099587507367,0.007071302298173247,0.002357100766057749,0.0005892751915144372,0.026517383618149676,0.0011785503830288745,0.0,0.007071302298173247,0.0,0.0,0.0017678255745433118,0.012374779021803181,0.02121390689451974,0.037124337065409546,0.07778432527990571,0.002357100766057749,0.0011785503830288745,0.0,0.0035356511490866236,0.037124337065409546,0.09251620506776664,0.0005892751915144372,0.010017678255745434,0.2103712433706541,0.012374779021803181,Андреев,В Сабурове
0.07388973966309341,0.010336906584992343,0.004594180704441042,0.02565084226646248,0.07274119448698316,0.05130168453292496,0.0030627871362940277,0.0015313935681470138,0.0015313935681470138,0.07120980091883614,0.04555895865237366,0.005359877488514548,0.00038284839203675346,0.06776416539050537,0.006125574272588055,0.0015313935681470138,0.0,0.019525267993874426,0.0015313935681470138,0.0,0.006125574272588055,0.0,0.00038284839203675346,0.0015313935681470138,0.006891271056661562,0.01454823889739663,0.022970903522205207,0.08843797856049004,0.0019142419601837673,0.00038284839203675346,0.0,0.003445635528330781,0.032542113323124046,0.08843797856049004,0.0007656967840735069,0.01914241960183767,0.24004594180704442,0.00880551301684533,Андреев,В Сабурове
