AdjTurnover,AgreementPB,AppealConstruction,ComplicatedByApplication,ComplicatedByHomogeneous,ContiguityPB,ControlPB,CoordinationPB,DefinetelyPersonal,Genitive,Infinitive,InsertConstruction,InterjectionConstruction,IntroConstruction,Nominative,NotSeparatedSentences,SingleCompose,UnPersonal,UndefinetelyPersonal,Vocative,advphr,comphr,nomphr,participle,simlphr,syntaxNonFreePhrases,verbalAdverb,verbphr,Author,Novel
0.3,0.18304914744232698,0.0,0.045,0.3,0.04964894684052156,0.15446339017051153,0.07723169508525576,0.04,0.0,0.015,0.12,0.0,0.01,0.07,0.0,0.5,0.005,0.13,0.005,0.008525576730190571,0.24423269809428286,0.2291875626880642,0.06,0.7557673019057172,0.004513540621865597,0.035,0.12236710130391174,Карамзин,Письма русского путешественника
0.285,0.15119825708061002,0.015,0.04,0.305,0.06666666666666667,0.14727668845315905,0.07538126361655774,0.015,0.01,0.01,0.28,0.0,0.02,0.02,0.0,0.495,0.01,0.06,0.045,0.026143790849673203,0.23224400871459694,0.21089324618736383,0.015,0.7677559912854031,0.004793028322440087,0.08,0.11241830065359477,Карамзин,Письма русского путешественника
0.465,0.15421597633136094,0.01,0.02,0.365,0.07359467455621302,0.13942307692307693,0.06656804733727811,0.09,0.01,0.025,0.21,0.005,0.06,0.06,0.0,0.5,0.015,0.04,0.005,0.01886094674556213,0.24149408284023668,0.21819526627218935,0.04,0.7585059171597633,0.005177514792899409,0.17,0.1275887573964497,Карамзин,Граф нашего времени
0.3,0.16549460853258322,0.005,0.035,0.34,0.05110173464603844,0.14299109235818097,0.07219878105954056,0.045,0.01,0.0,0.14,0.0,0.025,0.04,0.01,0.5,0.005,0.095,0.03,0.012658227848101266,0.24331926863572434,0.22456633849038912,0.085,0.7566807313642757,0.001875293014533521,0.055,0.11673699015471167,Карамзин,Письма русского путешественника
0.225,0.1540816326530612,0.02,0.04,0.285,0.05663265306122449,0.1556122448979592,0.08214285714285714,0.04,0.0,0.01,0.115,0.0,0.005,0.055,0.0,0.5,0.01,0.085,0.015,0.012244897959183673,0.2336734693877551,0.20816326530612245,0.06,0.7663265306122449,0.006122448979591836,0.035,0.12040816326530612,Карамзин,Письма русского путешественника
0.305,0.15867845509539322,0.005,0.04,0.295,0.05351326198231736,0.1670544439274081,0.08469055374592833,0.03,0.01,0.02,0.11,0.0,0.01,0.005,0.01,0.505,0.005,0.07,0.005,0.007445323406235459,0.23545835272219637,0.21126105165193113,0.035,0.7645416472778036,0.00046533271288971617,0.085,0.14006514657980457,Карамзин,Наталья боярская дочь
0.24,0.1615700593336376,0.01,0.045,0.305,0.06070287539936102,0.16522136010953903,0.08306709265175719,0.025,0.005,0.01,0.105,0.0,0.01,0.015,0.0,0.5,0.005,0.085,0.0,0.011866727521679598,0.24326791419443178,0.21542674577818346,0.085,0.7567320858055683,0.003651300775901415,0.095,0.1300775901414879,Карамзин,Письма русского путешественника
0.275,0.18841955386805886,0.03,0.055,0.3,0.045562411010915994,0.13478879924062648,0.07308970099667775,0.04,0.0,0.005,0.13,0.0,0.015,0.035,0.01,0.51,0.02,0.095,0.03,0.013763644992880873,0.2439487422876127,0.2268628381585192,0.06,0.7560512577123872,0.0009492168960607499,0.055,0.1115329852871381,Карамзин,Письма русского путешественника
0.22,0.16231884057971013,0.03,0.045,0.355,0.05507246376811594,0.13671497584541062,0.08357487922705314,0.02,0.01,0.02,0.125,0.0,0.025,0.03,0.0,0.505,0.02,0.08,0.035,0.01932367149758454,0.24396135265700483,0.21884057971014492,0.05,0.7560386473429952,0.003381642512077295,0.085,0.11545893719806763,Карамзин,Письма русского путешественника
0.185,0.14749587231700606,0.0,0.04,0.26,0.06659328563566318,0.16180517336268574,0.09246009906439186,0.04,0.01,0.025,0.14,0.0,0.015,0.02,0.0,0.5,0.005,0.08,0.005,0.01926252063841497,0.23940561364887178,0.20638414969730326,0.04,0.7605943863511282,0.002201430930104568,0.085,0.14364336818932305,Карамзин,Письма русского путешественника
