0.7830277,4.80723,0.20646347,1.3227257,2.5316293,0.45724264,-0.17631121,2.4066927,-0.0046481416,-3.723761,-2.5939648,1.1525251,-2.7521791,5.763183,-2.9574893,-0.6120445,-3.057701,0.36159074,-2.0058322,-3.975782,-4.7420716,-1.6096196,-1.3510616,-1.4347798,-1.2952523,3.6217673,-1.5797071,-5.1943817,3.6277237,0.6524285,2.787373,1.8531549,-3.942789,1.7127723,0.41221848,-0.32129642,0.06367927,-1.7113725,-0.24447547,-0.23430727,-2.0915127,-0.5095878,-3.3353498,2.6574037,3.3719642,-1.8830944,1.7688338,-3.5668504,0.14675486,1.3424457
0.3979194,4.472325,1.7143699,0.79700404,-3.2965379,0.77251315,1.5969473,-0.36605975,0.03143227,-1.6930362,-0.73854816,1.1065975,-2.4995332,4.151757,-5.0880837,-3.5271666,0.88964224,1.639719,-5.931101,-0.38327038,-0.7647244,-1.8291906,2.127903,-3.2377853,2.5562584,4.3104606,-2.3954446,-0.21659714,3.0862699,1.8059217,0.6819686,-3.138002,-2.578479,-1.4030873,1.4369742,0.07942073,-3.7231863,-1.3002926,1.6838087,2.832479,-2.2360275,0.26675278,1.6936072,4.7385325,-1.6081154,-0.8153493,-1.6223556,-1.3902936,-1.2603807,-1.6198554
1.0735955,4.3342304,4.274149,3.215095,1.9866426,-0.49265236,0.6719453,1.1911997,-3.7546573,-1.9203863,-0.8261969,-2.4644208,-1.8188915,1.5250248,-1.997522,-1.1879461,-0.8690244,-0.90310305,-2.5382216,-3.3982105,0.96428955,-1.9088143,-1.9454181,-4.470547,1.2850364,-1.1870848,-0.23131114,-3.0375612,6.1108875,1.3403747,1.9356147,2.8540335,0.51537263,-3.4710448,2.2384639,-0.038639493,-3.8316174,-1.1999044,-0.29836753,2.2067208,-5.486057,0.19274825,-2.5292158,-3.43309,3.442118,-4.8930387,0.21950224,-3.619073,5.099499,0.7406794
1.1939195,5.683744,0.46179834,-0.4328044,0.70401084,-0.7837784,-0.39537266,-0.7952582,1.9588826,-2.1643693,-1.4707674,-0.4312579,-1.1046399,2.061295,-7.5876055,-0.43506548,1.4202766,0.79433805,0.57097375,-2.737439,-2.845234,-5.886047,-0.8234323,-2.8501084,-0.42568457,6.5766177,-1.4885951,-1.0021603,5.9773903,1.1596807,0.65472454,-2.5167248,2.025862,1.6232641,0.9023322,0.45392537,-1.0429124,-1.7554028,-1.7857313,5.0700765,-1.2184747,-1.8433111,-1.8716346,0.24024992,3.3469994,-0.62622803,0.38257363,3.1128674,2.0860052,-1.6201979
1.8455833,4.1488924,0.35557812,0.61809343,0.04598162,0.91074127,2.268325,2.4137897,1.1636873,-0.8630115,-2.087866,0.8935011,-0.6277022,3.4399908,-4.257643,0.14092056,-2.6133718,0.13461022,-0.8853141,-2.951767,-2.320927,-3.0134072,0.23096237,-2.7040403,0.19636865,2.9467568,-0.37630165,-2.6635704,3.9524226,-0.0631862,2.4653847,-0.06556098,0.5189134,-2.0013,1.4605354,-2.1630054,-1.2600385,-3.3264086,-0.008115272,0.1749201,-4.8640394,-0.21115477,0.20982362,-1.0768269,4.905558,-2.774013,2.0366752,-2.4475746,3.527259,1.751931
2.3759236,3.1057286,-1.046185,2.970369,-0.49048975,0.9834093,2.1938286,0.6064191,-1.9103447,-2.3944697,-2.9084651,3.2043524,-2.6253865,5.2545753,-6.4736967,-4.7166204,0.24029116,0.96201855,-3.0600464,-2.7645802,-5.324478,-1.3235111,-2.6800003,-0.952107,-1.4865999,5.700273,-1.6955346,-2.9327784,3.0124712,1.067343,3.3998392,1.4486481,-2.6586406,-1.8328745,1.2751584,-0.37030542,-2.4017081,-0.49518338,0.18341258,-0.010236984,-0.7116932,1.5968584,-0.341016,1.8649313,0.18173958,-2.0256672,1.3076154,-3.2161958,0.44482648,-1.5190469
1.363484,5.139904,-0.4136949,1.153297,-1.6717594,-0.1531272,1.5587603,1.012928,0.6348767,-3.3932354,-0.3990836,-0.6373634,0.112679034,4.423226,-6.1866603,-1.1459459,-1.7323824,2.2851865,-1.4553015,-3.037116,-1.9406182,-4.539479,-0.96231943,-2.6790793,-0.5558671,1.861352,-1.6705064,-1.4798571,4.1851883,2.519333,1.1921242,0.74151963,-1.1738665,1.4202585,0.75914794,-0.5386018,-1.3852824,-0.81414425,0.42824417,1.3737593,-4.1761346,-1.7371716,-1.4187276,-2.0636747,4.187244,-2.8852267,-0.38127246,-1.3582287,0.7891449,0.66300285
-0.51496226,6.3625393,1.7756594,2.0287979,1.3980669,-1.3962185,-3.56984,1.3128628,2.737071,-2.713303,0.29127723,-0.49486977,-1.5087368,5.752167,-1.5040362,0.9468866,-1.4638616,0.0104427505,0.24706283,-5.2148542,-3.71503,-5.137587,-0.7243538,-1.8810475,-2.358713,3.0293574,0.20919712,-3.36615,3.2483912,0.91343886,0.17357458,3.1466222,-1.1822822,1.2745876,-1.5821413,-1.3265588,0.306534,-3.2241063,-1.4297019,-0.38216594,-3.9804573,-0.9441164,-0.7521313,0.97182196,3.809547,-3.837459,0.31712377,-2.3660443,1.9360541,0.5822181
2.1970644,4.8419127,-0.002479027,2.4740865,1.3324327,-0.5838669,-0.7827048,3.356196,0.07231133,0.33942175,-2.4125955,-0.066168115,-0.87941796,3.8586316,-4.6212506,0.124902785,-2.0464218,-1.5552841,0.565452,-3.1672268,-3.9134922,-3.0968244,-1.128388,-1.8253486,-0.18956524,4.475946,0.87857825,-2.898895,2.808373,-0.15273142,1.7043625,0.89691156,-1.6153452,0.7664118,1.8651305,0.28296182,-0.9016317,-1.086199,-0.27546775,0.7896292,-3.7236004,-0.63811684,1.9317669,1.6058521,2.7406414,-3.0638316,2.5634606,-1.0947495,0.21961193,0.8873449
1.7018006,5.5463653,-0.84805256,1.4142243,-3.5595994,-1.5287337,3.306898,0.45124495,1.995562,-0.9944428,-2.7450764,-1.1379951,-1.7092015,1.1387967,-1.3238314,0.5620528,-0.02057277,-2.6915476,-2.7813704,-5.190686,-4.1631875,-1.9389464,-1.525002,-7.1006985,1.8133792,1.2716193,-0.046779893,-0.54917383,4.578019,-1.4073027,-0.7218127,0.10529349,-1.09137,0.04567197,-1.9457905,0.17811802,-2.1015627,-2.3529012,-0.5807595,3.7766268,-1.7503742,0.9099811,-1.1589291,1.1194357,5.2947226,-5.71983,2.9582825,0.80567104,0.3336086,-1.6178566
